POLineID,PONumber,OrderDate,SupplierID,ProductID,WarehouseID,QtyOrdered,UnitCostNGN,LineValueNGN,PromisedDate,ReceivedDate
POL-02399,PO-2025-02399,2025-07-14,SUP-23,PRD-0132,WH-PHC,53,31400,1664200,2025-07-28,2025-07-21
POL-02400,PO-2025-02400,2025-07-14,SUP-03,PRD-0138,WH-LAG1,182,21800,3967600,2025-07-21,2025-07-18
POL-02401,PO-2025-02401,2025-07-14,SUP-15,PRD-0139,WH-LAG2,76,28800,2188800,2025-07-28,2025-07-24
POL-02402,PO-2025-02402,2025-07-14,SUP-15,PRD-0144,WH-ABJ,59,26800,1581200,2025-07-28,2025-07-28
POL-02403,PO-2025-02403,2025-07-14,SUP-03,PRD-0157,WH-LAG1,152,18800,2857600,2025-07-21,2025-07-17
POL-02404,PO-2025-02404,2025-07-21,SUP-16,PRD-0011,WH-IBD,85,13900,1181500,2025-07-28,2025-07-29
POL-02405,PO-2025-02405,2025-07-21,SUP-08,PRD-0016,WH-PHC,137,34500,4726500,2025-08-04,2025-07-29
POL-02406,PO-2025-02406,2025-07-21,SUP-20,PRD-0022,WH-ABJ,25,9600,240000,2025-07-31,2025-07-27
POL-02407,PO-2025-02407,2025-07-21,SUP-24,PRD-0023,WH-PHC,58,13400,777200,2025-08-04,2025-08-16
POL-02408,PO-2025-02408,2025-07-21,SUP-20,PRD-0035,WH-PHC,67,11800,790600,2025-07-31,2025-08-04
POL-02409,PO-2025-02409,2025-07-21,SUP-08,PRD-0037,WH-PHC,84,19800,1663200,2025-08-04,2025-08-04
POL-02410,PO-2025-02410,2025-07-21,SUP-20,PRD-0045,WH-ABJ,76,6200,471200,2025-07-31,2025-07-30
POL-02411,PO-2025-02411,2025-07-21,SUP-17,PRD-0050,WH-ABJ,47,4600,216200,2025-08-04,2025-08-08
POL-02412,PO-2025-02412,2025-07-21,SUP-05,PRD-0053,WH-LAG1,34,32800,1115200,2025-07-28,2025-07-28
POL-02413,PO-2025-02413,2025-07-21,SUP-21,PRD-0066,WH-PHC,9,44200,397800,2025-08-04,2025-08-18
POL-02414,PO-2025-02414,2025-07-21,SUP-21,PRD-0074,WH-LAG2,80,29400,2352000,2025-08-04,2025-08-03
POL-02415,PO-2025-02415,2025-07-21,SUP-05,PRD-0077,WH-PHC,231,25600,5913600,2025-07-28,2025-07-28
POL-02416,PO-2025-02416,2025-07-21,SUP-09,PRD-0078,WH-PHC,103,27800,2863400,2025-08-04,2025-08-11
POL-02417,PO-2025-02417,2025-07-21,SUP-25,PRD-0081,WH-LAG2,78,32400,2527200,2025-07-28,2025-07-27
POL-02418,PO-2025-02418,2025-07-21,SUP-10,PRD-0106,WH-LAG2,31,32800,1016800,2025-08-04,2025-08-01
POL-02419,PO-2025-02419,2025-07-21,SUP-06,PRD-0109,WH-LAG2,84,26400,2217600,2025-07-31,2025-07-31
POL-02420,PO-2025-02420,2025-07-21,SUP-10,PRD-0126,WH-LAG2,39,23600,920400,2025-08-04,2025-08-01
POL-02421,PO-2025-02421,2025-07-21,SUP-03,PRD-0140,WH-LAG1,60,23400,1404000,2025-07-28,2025-07-28
POL-02422,PO-2025-02422,2025-07-21,SUP-07,PRD-0147,WH-LAG2,55,27600,1518000,2025-07-31,2025-07-26
POL-02423,PO-2025-02423,2025-07-21,SUP-15,PRD-0149,WH-LAG2,19,39800,756200,2025-08-04,2025-08-01
POL-02424,PO-2025-02424,2025-07-21,SUP-03,PRD-0155,WH-LAG1,73,52800,3854400,2025-07-28,2025-07-24
POL-02425,PO-2025-02425,2025-07-21,SUP-03,PRD-0157,WH-LAG2,77,18800,1447600,2025-07-28,2025-07-24
POL-02426,PO-2025-02426,2025-07-21,SUP-23,PRD-0160,WH-ABJ,206,25600,5273600,2025-08-04,2025-08-04
POL-02427,PO-2025-02427,2025-07-28,SUP-24,PRD-0001,WH-LAG2,44,4200,184800,2025-08-11,2025-08-10
POL-02428,PO-2025-02428,2025-07-28,SUP-24,PRD-0001,WH-IBD,44,4200,184800,2025-08-11,2025-08-14
POL-02429,PO-2025-02429,2025-07-28,SUP-20,PRD-0007,WH-LAG1,209,13800,2884200,2025-08-07,2025-08-07
POL-02430,PO-2025-02430,2025-07-28,SUP-20,PRD-0008,WH-IBD,35,13500,472500,2025-08-07,2025-08-08
POL-02431,PO-2025-02431,2025-07-28,SUP-16,PRD-0011,WH-ABJ,86,13900,1195400,2025-08-04,2025-08-02
POL-02432,PO-2025-02432,2025-07-28,SUP-04,PRD-0017,WH-LAG1,85,31800,2703000,2025-08-11,2025-08-25
POL-02433,PO-2025-02433,2025-07-28,SUP-24,PRD-0020,WH-ABJ,115,23800,2737000,2025-08-11,2025-08-07
POL-02434,PO-2025-02434,2025-07-28,SUP-04,PRD-0025,WH-ABJ,82,4300,352600,2025-08-11,2025-08-16
POL-02435,PO-2025-02435,2025-07-28,SUP-20,PRD-0035,WH-LAG1,150,11800,1770000,2025-08-07,2025-08-02
POL-02436,PO-2025-02436,2025-07-28,SUP-16,PRD-0039,WH-LAG2,104,12400,1289600,2025-08-04,2025-08-03
POL-02437,PO-2025-02437,2025-07-28,SUP-13,PRD-0046,WH-LAG1,108,13800,1490400,2025-08-11,2025-08-20
POL-02438,PO-2025-02438,2025-07-28,SUP-17,PRD-0061,WH-ABJ,152,12800,1945600,2025-08-11,2025-08-14
POL-02439,PO-2025-02439,2025-07-28,SUP-05,PRD-0062,WH-LAG1,232,13600,3155200,2025-08-04,2025-08-06
POL-02440,PO-2025-02440,2025-07-28,SUP-25,PRD-0068,WH-LAG2,119,13200,1570800,2025-08-04,2025-08-03
POL-02441,PO-2025-02441,2025-07-28,SUP-05,PRD-0079,WH-LAG1,103,38500,3965500,2025-08-04,2025-08-04
POL-02442,PO-2025-02442,2025-07-28,SUP-13,PRD-0080,WH-LAG2,74,19600,1450400,2025-08-11,2025-08-24
POL-02443,PO-2025-02443,2025-07-28,SUP-13,PRD-0080,WH-PHC,92,19600,1803200,2025-08-11,2025-08-20
POL-02444,PO-2025-02444,2025-07-28,SUP-01,PRD-0082,WH-LAG2,76,25800,1960800,2025-08-04,2025-08-04
POL-02445,PO-2025-02445,2025-07-28,SUP-21,PRD-0085,WH-PHC,67,26200,1755400,2025-08-11,2025-08-20
POL-02446,PO-2025-02446,2025-07-28,SUP-13,PRD-0086,WH-ABJ,232,23800,5521600,2025-08-11,2025-08-21
POL-02447,PO-2025-02447,2025-07-28,SUP-17,PRD-0090,WH-IBD,859,28600,24567400,2025-08-11,2025-08-27
POL-02448,PO-2025-02448,2025-07-28,SUP-10,PRD-0095,WH-LAG2,28,16900,473200,2025-08-11,2025-08-09
POL-02449,PO-2025-02449,2025-07-28,SUP-18,PRD-0097,WH-LAG2,28,17800,498400,2025-08-07,2025-08-06
POL-02450,PO-2025-02450,2025-07-28,SUP-22,PRD-0098,WH-IBD,117,13400,1567800,2025-08-11,2025-08-10
POL-02451,PO-2025-02451,2025-07-28,SUP-14,PRD-0099,WH-IBD,37,12600,466200,2025-08-18,2025-08-19
POL-02452,PO-2025-02452,2025-07-28,SUP-14,PRD-0102,WH-LAG1,144,14200,2044800,2025-08-18,2025-08-17
POL-02453,PO-2025-02453,2025-07-28,SUP-14,PRD-0107,WH-ABJ,37,33400,1235800,2025-08-18,2025-08-18
POL-02454,PO-2025-02454,2025-07-28,SUP-06,PRD-0110,WH-ABJ,34,24800,843200,2025-08-07,2025-08-05
POL-02455,PO-2025-02455,2025-07-28,SUP-14,PRD-0123,WH-PHC,67,11600,777200,2025-08-18,2025-08-17
POL-02456,PO-2025-02456,2025-07-28,SUP-10,PRD-0125,WH-ABJ,497,12800,6361600,2025-08-11,2025-08-10
POL-02457,PO-2025-02457,2025-07-28,SUP-06,PRD-0127,WH-ABJ,61,13200,805200,2025-08-07,2025-08-07
POL-02458,PO-2025-02458,2025-07-28,SUP-02,PRD-0129,WH-LAG1,22,15400,338800,2025-08-07,2025-08-04
POL-02459,PO-2025-02459,2025-07-28,SUP-11,PRD-0137,WH-PHC,91,24200,2202200,2025-08-07,2025-08-10
POL-02460,PO-2025-02460,2025-07-28,SUP-19,PRD-0145,WH-LAG1,214,25400,5435600,2025-08-07,2025-08-08
POL-02461,PO-2025-02461,2025-07-28,SUP-07,PRD-0146,WH-ABJ,46,27800,1278800,2025-08-07,2025-08-06
POL-02462,PO-2025-02462,2025-07-28,SUP-03,PRD-0151,WH-LAG2,380,34600,13148000,2025-08-04,2025-08-02
POL-02463,PO-2025-02463,2025-07-28,SUP-03,PRD-0155,WH-LAG2,46,52800,2428800,2025-08-04,2025-08-01
POL-02464,PO-2025-02464,2025-07-28,SUP-07,PRD-0156,WH-PHC,132,44600,5887200,2025-08-07,2025-08-04
POL-02465,PO-2025-02465,2025-07-28,SUP-23,PRD-0160,WH-LAG2,166,25600,4249600,2025-08-11,2025-08-06
POL-02466,PO-2025-02466,2025-07-28,SUP-15,PRD-0161,WH-PHC,352,27200,9574400,2025-08-11,2025-08-13
POL-02467,PO-2025-02467,2025-07-28,SUP-19,PRD-0165,WH-LAG2,141,19400,2735400,2025-08-07,2025-08-03
POL-02468,PO-2025-02468,2025-08-04,SUP-20,PRD-0022,WH-LAG2,26,9600,249600,2025-08-14,2025-08-14
POL-02469,PO-2025-02469,2025-08-04,SUP-24,PRD-0024,WH-LAG2,26,7800,202800,2025-08-18,2025-09-03
POL-02470,PO-2025-02470,2025-08-04,SUP-20,PRD-0035,WH-ABJ,77,11800,908600,2025-08-14,2025-08-14
POL-02471,PO-2025-02471,2025-08-04,SUP-08,PRD-0037,WH-ABJ,111,19800,2197800,2025-08-18,2025-08-12
POL-02472,PO-2025-02472,2025-08-04,SUP-24,PRD-0044,WH-LAG2,15,6800,102000,2025-08-18,2025-08-20
POL-02473,PO-2025-02473,2025-08-04,SUP-09,PRD-0056,WH-ABJ,59,21400,1262600,2025-08-18,2025-08-30
POL-02474,PO-2025-02474,2025-08-04,SUP-13,PRD-0064,WH-IBD,68,30800,2094400,2025-08-18,2025-09-01
POL-02475,PO-2025-02475,2025-08-04,SUP-09,PRD-0065,WH-ABJ,112,26400,2956800,2025-08-18,2025-08-20
POL-02476,PO-2025-02476,2025-08-04,SUP-25,PRD-0068,WH-LAG1,199,13200,2626800,2025-08-11,2025-08-11
POL-02477,PO-2025-02477,2025-08-04,SUP-17,PRD-0072,WH-PHC,63,32600,2053800,2025-08-18,2025-08-25
POL-02478,PO-2025-02478,2025-08-04,SUP-01,PRD-0083,WH-ABJ,205,18400,3772000,2025-08-11,2025-08-10
POL-02479,PO-2025-02479,2025-08-04,SUP-05,PRD-0084,WH-LAG1,244,21600,5270400,2025-08-11,2025-08-11
POL-02480,PO-2025-02480,2025-08-04,SUP-13,PRD-0086,WH-PHC,307,23800,7306600,2025-08-18,2025-08-27
POL-02481,PO-2025-02481,2025-08-04,SUP-14,PRD-0100,WH-PHC,215,16800,3612000,2025-08-25,2025-08-23
POL-02482,PO-2025-02482,2025-08-04,SUP-14,PRD-0102,WH-LAG2,50,14200,710000,2025-08-25,2025-08-23
POL-02483,PO-2025-02483,2025-08-04,SUP-10,PRD-0106,WH-PHC,25,32800,820000,2025-08-18,2025-08-18
POL-02484,PO-2025-02484,2025-08-04,SUP-22,PRD-0108,WH-LAG1,380,26800,10184000,2025-08-18,2025-08-18
POL-02485,PO-2025-02485,2025-08-04,SUP-14,PRD-0113,WH-LAG2,112,8600,963200,2025-08-25,2025-08-23
POL-02486,PO-2025-02486,2025-08-04,SUP-22,PRD-0120,WH-LAG1,243,12400,3013200,2025-08-18,2025-08-14
POL-02487,PO-2025-02487,2025-08-04,SUP-22,PRD-0120,WH-LAG2,155,12400,1922000,2025-08-18,2025-08-16
POL-02488,PO-2025-02488,2025-08-04,SUP-14,PRD-0121,WH-ABJ,149,21600,3218400,2025-08-25,2025-08-25
POL-02489,PO-2025-02489,2025-08-04,SUP-23,PRD-0135,WH-LAG2,147,26400,3880800,2025-08-18,2025-08-16
POL-02490,PO-2025-02490,2025-08-04,SUP-07,PRD-0142,WH-LAG1,187,44800,8377600,2025-08-14,2025-08-12
POL-02491,PO-2025-02491,2025-08-04,SUP-03,PRD-0157,WH-ABJ,54,18800,1015200,2025-08-11,2025-08-10
POL-02492,PO-2025-02492,2025-08-04,SUP-23,PRD-0160,WH-LAG1,481,25600,12313600,2025-08-18,2025-08-15
POL-02493,PO-2025-02493,2025-08-04,SUP-11,PRD-0162,WH-IBD,53,23800,1261400,2025-08-14,2025-08-15
POL-02494,PO-2025-02494,2025-08-04,SUP-15,PRD-0163,WH-LAG1,82,21600,1771200,2025-08-18,2025-08-15
POL-02495,PO-2025-02495,2025-08-04,SUP-03,PRD-0166,WH-LAG1,313,21800,6823400,2025-08-11,2025-08-07
POL-02496,PO-2025-02496,2025-08-11,SUP-12,PRD-0004,WH-PHC,173,3900,674700,2025-08-18,2025-08-15
POL-02497,PO-2025-02497,2025-08-11,SUP-12,PRD-0012,WH-LAG1,63,14400,907200,2025-08-18,2025-08-14
POL-02498,PO-2025-02498,2025-08-11,SUP-08,PRD-0016,WH-LAG1,228,34500,7866000,2025-08-25,2025-08-22
POL-02499,PO-2025-02499,2025-08-11,SUP-12,PRD-0018,WH-LAG1,193,48200,9302600,2025-08-18,2025-08-18
POL-02500,PO-2025-02500,2025-08-11,SUP-04,PRD-0026,WH-ABJ,77,3600,277200,2025-08-25,2025-08-26
POL-02501,PO-2025-02501,2025-08-11,SUP-04,PRD-0032,WH-PHC,28,16800,470400,2025-08-25,2025-08-24
POL-02502,PO-2025-02502,2025-08-11,SUP-08,PRD-0034,WH-LAG1,56,12900,722400,2025-08-25,2025-08-24
POL-02503,PO-2025-02503,2025-08-11,SUP-24,PRD-0042,WH-ABJ,22,21900,481800,2025-08-25,2025-09-03
POL-02504,PO-2025-02504,2025-08-11,SUP-13,PRD-0048,WH-PHC,45,14500,652500,2025-08-25,2025-08-23
POL-02505,PO-2025-02505,2025-08-11,SUP-25,PRD-0049,WH-LAG1,110,13900,1529000,2025-08-18,2025-08-18
POL-02506,PO-2025-02506,2025-08-11,SUP-17,PRD-0057,WH-ABJ,237,15800,3744600,2025-08-25,2025-08-27
POL-02507,PO-2025-02507,2025-08-11,SUP-09,PRD-0065,WH-IBD,75,26400,1980000,2025-08-25,2025-08-27
POL-02508,PO-2025-02508,2025-08-11,SUP-09,PRD-0065,WH-PHC,82,26400,2164800,2025-08-25,2025-09-05
POL-02509,PO-2025-02509,2025-08-11,SUP-13,PRD-0076,WH-IBD,87,23400,2035800,2025-08-25,2025-09-09
POL-02510,PO-2025-02510,2025-08-11,SUP-05,PRD-0077,WH-LAG1,436,25600,11161600,2025-08-18,2025-08-14
POL-02511,PO-2025-02511,2025-08-11,SUP-01,PRD-0082,WH-LAG1,192,25800,4953600,2025-08-18,2025-08-20
POL-02512,PO-2025-02512,2025-08-11,SUP-01,PRD-0082,WH-ABJ,122,25800,3147600,2025-08-18,2025-08-18
POL-02513,PO-2025-02513,2025-08-11,SUP-18,PRD-0092,WH-ABJ,41,24800,1016800,2025-08-21,2025-08-18
POL-02514,PO-2025-02514,2025-08-11,SUP-18,PRD-0092,WH-PHC,28,24800,694400,2025-08-21,2025-08-17
POL-02515,PO-2025-02515,2025-08-11,SUP-06,PRD-0101,WH-IBD,25,18400,460000,2025-08-21,2025-08-20
POL-02516,PO-2025-02516,2025-08-11,SUP-14,PRD-0102,WH-IBD,63,14200,894600,2025-09-01,2025-09-03
POL-02517,PO-2025-02517,2025-08-11,SUP-02,PRD-0105,WH-IBD,30,34600,1038000,2025-08-21,2025-08-14
POL-02518,PO-2025-02518,2025-08-11,SUP-06,PRD-0109,WH-PHC,57,26400,1504800,2025-08-21,2025-08-17
POL-02519,PO-2025-02519,2025-08-11,SUP-06,PRD-0110,WH-LAG1,48,24800,1190400,2025-08-21,2025-08-22
POL-02520,PO-2025-02520,2025-08-11,SUP-22,PRD-0120,WH-PHC,160,12400,1984000,2025-08-25,2025-08-25
POL-02521,PO-2025-02521,2025-08-11,SUP-14,PRD-0121,WH-PHC,157,21600,3391200,2025-09-01,2025-09-01
POL-02522,PO-2025-02522,2025-08-11,SUP-10,PRD-0125,WH-LAG1,777,12800,9945600,2025-08-25,2025-08-20
POL-02523,PO-2025-02523,2025-08-11,SUP-10,PRD-0125,WH-LAG2,296,12800,3788800,2025-08-25,2025-08-21
POL-02524,PO-2025-02524,2025-08-11,SUP-22,PRD-0128,WH-LAG1,156,16800,2620800,2025-08-25,2025-08-25
POL-02525,PO-2025-02525,2025-08-11,SUP-11,PRD-0131,WH-ABJ,128,25600,3276800,2025-08-21,2025-08-21
POL-02526,PO-2025-02526,2025-08-11,SUP-23,PRD-0135,WH-IBD,114,26400,3009600,2025-08-25,2025-08-25
POL-02527,PO-2025-02527,2025-08-11,SUP-15,PRD-0139,WH-LAG1,121,28800,3484800,2025-08-25,2025-08-25
POL-02528,PO-2025-02528,2025-08-11,SUP-19,PRD-0141,WH-LAG2,72,30800,2217600,2025-08-21,2025-08-18
POL-02529,PO-2025-02529,2025-08-11,SUP-03,PRD-0151,WH-IBD,491,34600,16988600,2025-08-18,2025-08-14
POL-02530,PO-2025-02530,2025-08-11,SUP-07,PRD-0152,WH-ABJ,70,21600,1512000,2025-08-21,2025-08-21
POL-02531,PO-2025-02531,2025-08-11,SUP-03,PRD-0157,WH-PHC,59,18800,1109200,2025-08-18,2025-08-18
POL-02532,PO-2025-02532,2025-08-11,SUP-15,PRD-0161,WH-IBD,273,27200,7425600,2025-08-25,2025-08-25
POL-02533,PO-2025-02533,2025-08-11,SUP-19,PRD-0165,WH-LAG1,312,19400,6052800,2025-08-21,2025-08-17
POL-02534,PO-2025-02534,2025-08-11,SUP-03,PRD-0166,WH-IBD,113,21800,2463400,2025-08-18,2025-08-18
POL-02535,PO-2025-02535,2025-08-18,SUP-24,PRD-0001,WH-PHC,39,4200,163800,2025-09-01,2025-09-15
POL-02536,PO-2025-02536,2025-08-18,SUP-12,PRD-0004,WH-LAG1,391,3900,1524900,2025-08-25,2025-08-21
POL-02537,PO-2025-02537,2025-08-18,SUP-20,PRD-0008,WH-LAG2,50,13500,675000,2025-08-28,2025-08-27
POL-02538,PO-2025-02538,2025-08-18,SUP-12,PRD-0012,WH-IBD,37,14400,532800,2025-08-25,2025-08-22
POL-02539,PO-2025-02539,2025-08-18,SUP-04,PRD-0017,WH-PHC,54,31800,1717200,2025-09-01,2025-09-01
POL-02540,PO-2025-02540,2025-08-18,SUP-16,PRD-0031,WH-LAG2,76,30200,2295200,2025-08-25,2025-08-25
POL-02541,PO-2025-02541,2025-08-18,SUP-24,PRD-0042,WH-LAG1,24,21900,525600,2025-09-01,2025-09-15
POL-02542,PO-2025-02542,2025-08-18,SUP-09,PRD-0047,WH-ABJ,85,16200,1377000,2025-09-01,2025-09-05
POL-02543,PO-2025-02543,2025-08-18,SUP-13,PRD-0048,WH-IBD,46,14500,667000,2025-09-01,2025-09-06
POL-02544,PO-2025-02544,2025-08-18,SUP-13,PRD-0048,WH-ABJ,69,14500,1000500,2025-09-01,2025-09-04
POL-02545,PO-2025-02545,2025-08-18,SUP-21,PRD-0052,WH-IBD,11,33900,372900,2025-09-01,2025-09-13
POL-02546,PO-2025-02546,2025-08-18,SUP-21,PRD-0052,WH-ABJ,17,33900,576300,2025-09-01,2025-08-29
POL-02547,PO-2025-02547,2025-08-18,SUP-09,PRD-0055,WH-PHC,61,13800,841800,2025-09-01,2025-08-29
POL-02548,PO-2025-02548,2025-08-18,SUP-09,PRD-0056,WH-IBD,40,21400,856000,2025-09-01,2025-09-13
POL-02549,PO-2025-02549,2025-08-18,SUP-17,PRD-0057,WH-LAG2,162,15800,2559600,2025-09-01,2025-08-31
POL-02550,PO-2025-02550,2025-08-18,SUP-17,PRD-0057,WH-IBD,160,15800,2528000,2025-09-01,2025-09-03
POL-02551,PO-2025-02551,2025-08-18,SUP-09,PRD-0065,WH-LAG1,173,26400,4567200,2025-09-01,2025-09-04
POL-02552,PO-2025-02552,2025-08-18,SUP-01,PRD-0075,WH-IBD,23,26800,616400,2025-08-25,2025-08-24
POL-02553,PO-2025-02553,2025-08-18,SUP-01,PRD-0075,WH-PHC,33,26800,884400,2025-08-25,2025-08-21
POL-02554,PO-2025-02554,2025-08-18,SUP-25,PRD-0081,WH-LAG1,121,32400,3920400,2025-08-25,2025-08-22
POL-02555,PO-2025-02555,2025-08-18,SUP-01,PRD-0082,WH-PHC,82,25800,2115600,2025-08-25,2025-08-24
POL-02556,PO-2025-02556,2025-08-18,SUP-05,PRD-0084,WH-ABJ,116,21600,2505600,2025-08-25,2025-08-21
POL-02557,PO-2025-02557,2025-08-18,SUP-22,PRD-0098,WH-LAG2,222,13400,2974800,2025-09-01,2025-08-30
POL-02558,PO-2025-02558,2025-08-18,SUP-14,PRD-0099,WH-ABJ,40,12600,504000,2025-09-08,2025-09-09
POL-02559,PO-2025-02559,2025-08-18,SUP-18,PRD-0104,WH-LAG1,51,13800,703800,2025-08-28,2025-08-26
POL-02560,PO-2025-02560,2025-08-18,SUP-10,PRD-0122,WH-ABJ,114,14800,1687200,2025-09-01,2025-08-31
POL-02561,PO-2025-02561,2025-08-18,SUP-10,PRD-0130,WH-ABJ,56,10800,604800,2025-09-01,2025-09-01
POL-02562,PO-2025-02562,2025-08-18,SUP-23,PRD-0150,WH-ABJ,97,38400,3724800,2025-09-01,2025-09-01
POL-02563,PO-2025-02563,2025-08-18,SUP-03,PRD-0151,WH-ABJ,735,34600,25431000,2025-08-25,2025-08-24
POL-02564,PO-2025-02564,2025-08-18,SUP-23,PRD-0153,WH-LAG2,210,18800,3948000,2025-09-01,2025-08-31
POL-02565,PO-2025-02565,2025-08-18,SUP-15,PRD-0154,WH-LAG1,80,33600,2688000,2025-09-01,2025-08-28
POL-02566,PO-2025-02566,2025-08-18,SUP-11,PRD-0162,WH-LAG1,78,23800,1856400,2025-08-28,2025-08-29
POL-02567,PO-2025-02567,2025-08-18,SUP-19,PRD-0165,WH-IBD,158,19400,3065200,2025-08-28,2025-08-28
POL-02568,PO-2025-02568,2025-08-25,SUP-24,PRD-0002,WH-LAG2,29,4100,118900,2025-09-08,2025-09-04
POL-02569,PO-2025-02569,2025-08-25,SUP-12,PRD-0004,WH-ABJ,298,3900,1162200,2025-09-01,2025-08-28
POL-02570,PO-2025-02570,2025-08-25,SUP-24,PRD-0005,WH-IBD,48,2600,124800,2025-09-08,2025-09-04
POL-02571,PO-2025-02571,2025-08-25,SUP-24,PRD-0005,WH-PHC,81,2600,210600,2025-09-08,2025-09-13
POL-02572,PO-2025-02572,2025-08-25,SUP-24,PRD-0006,WH-ABJ,44,2500,110000,2025-09-08,2025-09-09
POL-02573,PO-2025-02573,2025-08-25,SUP-04,PRD-0017,WH-LAG2,35,31800,1113000,2025-09-08,2025-09-07
POL-02574,PO-2025-02574,2025-08-25,SUP-20,PRD-0022,WH-PHC,26,9600,249600,2025-09-04,2025-09-03
POL-02575,PO-2025-02575,2025-08-25,SUP-24,PRD-0023,WH-IBD,71,13400,951400,2025-09-08,2025-09-21
POL-02576,PO-2025-02576,2025-08-25,SUP-24,PRD-0024,WH-PHC,25,7800,195000,2025-09-08,2025-09-12
POL-02577,PO-2025-02577,2025-08-25,SUP-04,PRD-0027,WH-LAG1,37,3800,140600,2025-09-08,2025-09-21
POL-02578,PO-2025-02578,2025-08-25,SUP-16,PRD-0031,WH-PHC,99,30200,2989800,2025-09-01,2025-08-29
POL-02579,PO-2025-02579,2025-08-25,SUP-08,PRD-0033,WH-ABJ,82,9400,770800,2025-09-08,2025-09-09
POL-02580,PO-2025-02580,2025-08-25,SUP-16,PRD-0039,WH-IBD,107,12400,1326800,2025-09-01,2025-08-30
POL-02581,PO-2025-02581,2025-08-25,SUP-08,PRD-0041,WH-LAG1,103,5200,535600,2025-09-08,2025-09-07
POL-02582,PO-2025-02582,2025-08-25,SUP-24,PRD-0044,WH-LAG1,16,6800,108800,2025-09-08,2025-09-13
POL-02583,PO-2025-02583,2025-08-25,SUP-05,PRD-0053,WH-PHC,18,32800,590400,2025-09-01,2025-08-30
POL-02584,PO-2025-02584,2025-08-25,SUP-09,PRD-0055,WH-LAG1,104,13800,1435200,2025-09-08,2025-09-20
POL-02585,PO-2025-02585,2025-08-25,SUP-25,PRD-0067,WH-LAG1,122,10400,1268800,2025-09-01,2025-08-29
POL-02586,PO-2025-02586,2025-08-25,SUP-13,PRD-0086,WH-LAG2,279,23800,6640200,2025-09-08,2025-09-23
POL-02587,PO-2025-02587,2025-08-25,SUP-06,PRD-0096,WH-PHC,20,18200,364000,2025-09-04,2025-09-06
POL-02588,PO-2025-02588,2025-08-25,SUP-06,PRD-0103,WH-ABJ,94,29800,2801200,2025-09-04,2025-09-01
POL-02589,PO-2025-02589,2025-08-25,SUP-06,PRD-0110,WH-LAG2,24,24800,595200,2025-09-04,2025-08-30
POL-02590,PO-2025-02590,2025-08-25,SUP-14,PRD-0123,WH-LAG1,115,11600,1334000,2025-09-15,2025-09-14
POL-02591,PO-2025-02591,2025-08-25,SUP-06,PRD-0127,WH-PHC,43,13200,567600,2025-09-04,2025-09-02
POL-02592,PO-2025-02592,2025-08-25,SUP-02,PRD-0129,WH-ABJ,18,15400,277200,2025-09-04,2025-09-04
POL-02593,PO-2025-02593,2025-08-25,SUP-03,PRD-0136,WH-ABJ,70,42600,2982000,2025-09-01,2025-08-28
POL-02594,PO-2025-02594,2025-08-25,SUP-19,PRD-0143,WH-ABJ,66,41200,2719200,2025-09-04,2025-09-01
POL-02595,PO-2025-02595,2025-08-25,SUP-11,PRD-0148,WH-ABJ,56,23800,1332800,2025-09-04,2025-09-01
POL-02596,PO-2025-02596,2025-08-25,SUP-15,PRD-0167,WH-IBD,62,10800,669600,2025-09-08,2025-09-06
POL-02597,PO-2025-02597,2025-08-25,SUP-03,PRD-0170,WH-LAG2,79,14200,1121800,2025-09-01,2025-08-28
POL-02598,PO-2025-02598,2025-09-01,SUP-24,PRD-0002,WH-LAG1,46,4100,188600,2025-09-15,2025-09-21
POL-02599,PO-2025-02599,2025-09-01,SUP-24,PRD-0002,WH-ABJ,39,4100,159900,2025-09-15,2025-09-24
POL-02600,PO-2025-02600,2025-09-01,SUP-24,PRD-0015,WH-ABJ,71,6900,489900,2025-09-15,2025-09-15
POL-02601,PO-2025-02601,2025-09-01,SUP-08,PRD-0016,WH-IBD,69,34500,2380500,2025-09-15,2025-09-13
POL-02602,PO-2025-02602,2025-09-01,SUP-16,PRD-0021,WH-PHC,71,14800,1050800,2025-09-08,2025-09-05
POL-02603,PO-2025-02603,2025-09-01,SUP-04,PRD-0026,WH-PHC,51,3600,183600,2025-09-15,2025-09-14
POL-02604,PO-2025-02604,2025-09-01,SUP-13,PRD-0048,WH-PHC,75,14500,1087500,2025-09-15,2025-10-01
POL-02605,PO-2025-02605,2025-09-01,SUP-17,PRD-0050,WH-IBD,40,4600,184000,2025-09-15,2025-09-21
POL-02606,PO-2025-02606,2025-09-01,SUP-25,PRD-0051,WH-LAG1,197,34800,6855600,2025-09-08,2025-09-10
POL-02607,PO-2025-02607,2025-09-01,SUP-17,PRD-0057,WH-LAG1,439,15800,6936200,2025-09-15,2025-10-01
POL-02608,PO-2025-02608,2025-09-01,SUP-13,PRD-0064,WH-PHC,91,30800,2802800,2025-09-15,2025-09-16
POL-02609,PO-2025-02609,2025-09-01,SUP-01,PRD-0069,WH-LAG2,24,13800,331200,2025-09-08,2025-09-06
POL-02610,PO-2025-02610,2025-09-01,SUP-17,PRD-0072,WH-ABJ,55,32600,1793000,2025-09-15,2025-09-16
POL-02611,PO-2025-02611,2025-09-01,SUP-05,PRD-0077,WH-IBD,185,25600,4736000,2025-09-08,2025-09-05
