CustomerID,CustomerName,Region,City,Phone,CustomerSince
CUS-00721,Orji Cash & Carry,South-West,Ogbomoso,09061635535,2022-06-05
CUS-00722,Adeyemi Enterprises,South-West,Ibadan North,08077340900,2022-11-28
CUS-00723,Chukwu Supermarket,South-West,Ikeja,09059469782,2023-10-14
CUS-00724,Garki Mart,North-Central,Jos,08172402697,2021-07-09
CUS-00725,Lekki Provisions,South-West,Ibadan North,07095052118,2021-05-24
CUS-00726,Adeleke Trading Co,South-South,Bonny,07072930506,2021-11-15
CUS-00727,Suleiman Trading Co,North-Central,Lokoja,08149542951,2022-10-18
CUS-00728,Abeokuta Foods,South-West,Ikorodu,08118243352,2020-11-21
CUS-00729,Adeleke Superstores,South-West,Ikorodu,07048495745,2021-09-13
CUS-00730,Idris Wholesale,South-West,Ikorodu,08092650976,2022-11-04
CUS-00731,Mohammed Stores,South-West,Abeokuta,08089426041,2020-04-10
CUS-00732,Danjuma Mart,South-West,Ikorodu,08075084661,2023-05-28
CUS-00733,Uyo Stores,South-South,Eleme,08076565050,2020-03-13
CUS-00734,Warri Superstores,South-South,Yenagoa,08038300713,2021-03-06
CUS-00735,Yakubu Wholesale,North-Central,Garki,07032494944,2021-10-25
CUS-00736,Mohammed Hotel,South-West,Yaba,09062354374,2021-10-04
CUS-00737,Onyekachi Supermarket,South-West,Ikorodu,09061271721,2020-08-12
CUS-00738,Okonkwo Stores,South-West,Ogbomoso,08167953319,2020-12-29
CUS-00739,Uyo Wholesale,South-South,Asaba,07044271680,2020-09-30
CUS-00740,Abubakar Foods,North-Central,Kubwa,08079786819,2022-07-11
CUS-00741,Jabi Hotel,North-Central,Wuse,07019120357,2024-05-08
CUS-00742,Abubakar Ventures,South-West,Agege,08048023482,2023-01-03
CUS-00743,Afolabi Supermarket,South-West,Abeokuta,08090448089,2020-11-03
CUS-00744,Lekki Enterprises,South-West,Surulere,09098099795,2020-02-19
CUS-00745,Eleme Stores,South-South,Eleme,08149536330,2021-10-19
CUS-00746,Igwe Wholesale,North-Central,Lokoja,08144539133,2023-07-06
CUS-00747,Adeleke Cash & Carry,South-South,Calabar,08118060935,2022-12-21
CUS-00748,Uche Stores,South-South,Yenagoa,08091913332,2022-03-20
CUS-00749,Dada Hotel,South-West,Oshodi,09039311339,2020-12-22
CUS-00750,Lugbe Stores,North-Central,Wuse,07019450582,2021-03-19
CUS-00751,Wuse Ventures,North-Central,Gwarinpa,07015078212,2020-09-09
CUS-00752,Eze Cash & Carry,South-West,Abeokuta,07079173535,2020-06-13
CUS-00753,Onyekachi Cash & Carry,South-South,Obio-Akpor,08010443906,2022-04-06
CUS-00754,Yenagoa Stores,South-South,Sapele,08154753520,2020-08-05
CUS-00755,Yakubu Stores,South-West,Agege,08120798726,2019-09-14
CUS-00756,Epe Provisions,South-West,Surulere,07061561575,2020-09-17
CUS-00757,Lekki Superstores,South-West,Badagry,08175297400,2023-12-11
CUS-00758,Lawal Mart,South-South,Port Harcourt,08013404379,2020-05-19
CUS-00759,Nwachukwu Stores,South-South,Bonny,08177066471,2021-06-04
CUS-00760,Port Harcourt Supermarket,South-South,Uyo,07055327823,2020-01-01
CUS-00761,Makinde Superstores,North-Central,Jos,09082016051,2023-08-01
CUS-00762,Adewale Supermarket,North-Central,Gwarinpa,09097755782,2024-04-23
CUS-00763,Ikeja Provisions,South-West,Badagry,08011928065,2023-06-15
CUS-00764,Garki Ventures,North-Central,Makurdi,08089328380,2024-01-23
CUS-00765,Nwankwo Enterprises,South-South,Sapele,08018470495,2019-11-28
CUS-00766,Rabiu Foods,South-West,Epe,09053518077,2023-09-28
CUS-00767,Eleme Trading Co,South-South,Warri,07089602555,2023-06-12
CUS-00768,Dada Cash & Carry,South-West,Surulere,08184277128,2023-06-30
CUS-00769,Ikeja Mart,South-West,Lekki,09031173338,2024-04-30
CUS-00770,Adeyemi Mart,South-South,Obio-Akpor,08165864403,2020-07-12
CUS-00771,Eleme Provisions,South-South,Eleme,08180207530,2021-11-22
CUS-00772,Abeokuta Foods,South-West,Ikeja,08077093782,2020-12-26
CUS-00773,Asaba Trading Co,South-South,Calabar,07084854623,2023-02-05
CUS-00774,Lekki Enterprises,South-West,Agege,08072306017,2020-02-06
CUS-00775,Adeleke Provisions,North-Central,Garki,08073674613,2021-08-18
CUS-00776,Ikeja Supermarket,South-West,Epe,08148260712,2023-03-30
CUS-00777,Danjuma Ventures,South-West,Ikeja,07017040602,2019-03-26
CUS-00778,Adebayo Ventures,North-Central,Jos,07019510600,2019-05-26
CUS-00779,Bello Trading Co,South-West,Mushin,08053712695,2023-02-16
CUS-00780,Akinola Provisions,South-South,Calabar,08060403103,2019-06-03
CUS-00781,Nwankwo Supermarket,South-West,Mushin,08039013196,2019-03-20
CUS-00782,Chukwu Mart,North-Central,Minna,08094828438,2022-05-29
CUS-00783,Balogun Supermarket,South-South,Sapele,07047662052,2023-08-27
CUS-00784,Uba Mart,South-West,Oshodi,08139508245,2019-06-13
CUS-00785,Idris Superstores,South-West,Abeokuta,08087594146,2021-04-26
CUS-00786,Nnaji Ventures,South-South,Warri,09072110987,2022-11-08
CUS-00787,Okafor Provisions,South-West,Agege,09087774748,2023-03-04
CUS-00788,Eleme Enterprises,South-South,Port Harcourt,09015935671,2024-03-11
CUS-00789,Bonny Supermarket,South-South,Calabar,09074326441,2019-11-17
CUS-00790,Yenagoa Ventures,South-South,Warri,07084958851,2020-03-12
CUS-00791,Yaba Mart,South-West,Agege,08142086411,2020-10-14
CUS-00792,Ibrahim Wholesale,South-South,Eleme,09086555214,2020-03-24
CUS-00793,Minna Mart,North-Central,Lokoja,08059716992,2020-11-26
CUS-00794,Alimosho Superstores,South-West,Lekki,09054681905,2021-06-10
CUS-00795,Oladipo Foods,South-West,Abeokuta,08020866138,2020-12-09
CUS-00796,Port Harcourt Hotel,South-South,Uyo,07024893677,2022-04-09
CUS-00797,Agege Trading Co,South-West,Surulere,07085263692,2020-06-10
CUS-00798,Eze Provisions,South-South,Bonny,07097112459,2021-09-26
CUS-00799,Kubwa Foods,North-Central,Kubwa,08157340158,2019-05-21
CUS-00800,Ikorodu Supermarket,South-West,Lekki,08156335527,2021-11-18
CUS-00801,Adesanya Ventures,South-West,Badagry,08170663511,2020-12-08
CUS-00802,Badagry Stores,South-West,Yaba,09021718382,2023-12-20
CUS-00803,Adewale Stores,South-West,Surulere,08125035684,2020-07-05
CUS-00804,Makinde Hotel,South-West,Epe,07049348536,2022-01-30
CUS-00805,Balogun Ventures,South-South,Uyo,09069573887,2020-04-13
CUS-00806,Adewale Supermarket,North-Central,Kubwa,08165256328,2021-03-04
CUS-00807,Agege Ventures,South-West,Abeokuta,09071472671,2022-09-18
CUS-00808,Lugbe Mart,North-Central,Lugbe,08074994010,2022-05-02
CUS-00809,Port Harcourt Mart,South-South,Uyo,08171193423,2019-01-21
CUS-00810,Badagry Hotel,South-West,Ikorodu,08033536332,2019-09-18
CUS-00811,Gwarinpa Mart,North-Central,Kubwa,07015523254,2022-08-23
CUS-00812,Chukwu Mart,North-Central,Kubwa,07099329049,2022-08-22
CUS-00813,Uche Hotel,South-South,Eleme,08126306114,2019-04-04
CUS-00814,Oshodi Mart,South-West,Ibadan North,08130945115,2024-05-24
CUS-00815,Orji Trading Co,South-South,Asaba,09048899945,2019-02-15
CUS-00816,Gwarinpa Enterprises,North-Central,Minna,08125074747,2020-04-25
CUS-00817,Abubakar Hotel,South-West,Lekki,08113328008,2022-03-02
CUS-00818,Nwosu Stores,North-Central,Jabi,07091624673,2020-10-27
CUS-00819,Idris Wholesale,South-West,Yaba,07021219199,2021-05-26
CUS-00820,Obio-Akpor Hotel,South-South,Calabar,08075829146,2022-08-21
CUS-00821,Adeleke Superstores,North-Central,Jabi,09029856967,2020-05-27
CUS-00822,Chukwu Supermarket,South-South,Asaba,08157158074,2022-09-10
CUS-00823,Obio-Akpor Provisions,South-South,Yenagoa,09069391930,2022-10-19
CUS-00824,Mushin Foods,South-West,Mushin,08088809974,2021-01-24
CUS-00825,Anyanwu Hotel,South-West,Agege,07089279578,2020-03-06
CUS-00826,Sani Wholesale,South-West,Mushin,08084600071,2021-10-29
CUS-00827,Gwarinpa Provisions,North-Central,Gwarinpa,09048851088,2021-04-24
CUS-00828,Ikorodu Enterprises,South-West,Ikorodu,09085065432,2020-04-08
CUS-00829,Adeyemi Mart,South-West,Ikorodu,08195973864,2019-09-28
CUS-00830,Ibrahim Wholesale,North-Central,Lokoja,08076019888,2019-05-02
CUS-00831,Adesanya Wholesale,North-Central,Minna,07090381832,2020-03-28
CUS-00832,Onyekachi Wholesale,South-West,Epe,09026050250,2022-04-29
CUS-00833,Lugbe Mart,North-Central,Makurdi,07029614192,2022-08-17
CUS-00834,Agege Mart,South-West,Ikeja,08158474537,2022-01-24
CUS-00835,Wuse Wholesale,North-Central,Lugbe,07078969993,2023-05-02
CUS-00836,Akinola Enterprises,South-South,Eleme,08152441045,2019-10-13
CUS-00837,Asaba Superstores,South-South,Uyo,07081728681,2021-03-02
CUS-00838,Balogun Hotel,South-West,Ikorodu,08175082045,2022-02-09
CUS-00839,Lekki Provisions,South-West,Surulere,08035288872,2019-12-17
CUS-00840,Bonny Hotel,South-South,Bonny,07066015266,2021-11-01
CUS-00841,Balogun Supermarket,South-South,Yenagoa,08151818682,2020-07-17
CUS-00842,Abeokuta Hotel,South-West,Oshodi,08133113253,2020-06-09
CUS-00843,Lekki Provisions,South-West,Surulere,08040410305,2022-09-11
CUS-00844,Afolabi Cash & Carry,South-West,Badagry,07020433455,2024-04-24
CUS-00845,Port Harcourt Provisions,South-South,Obio-Akpor,07098555359,2021-07-16
CUS-00846,Okorie Supermarket,North-Central,Garki,08199601933,2024-05-11
CUS-00847,Makurdi Provisions,North-Central,Makurdi,08034800996,2020-08-28
CUS-00848,Mohammed Wholesale,South-West,Abeokuta,08157271923,2023-07-09
CUS-00849,Sapele Provisions,South-South,Bonny,07023301739,2019-10-28
CUS-00850,Makinde Foods,North-Central,Kubwa,08133055043,2019-05-13
CUS-00851,Suleiman Stores,North-Central,Kubwa,09059185834,2020-07-03
CUS-00852,Akinola Mart,North-Central,Jabi,09066920644,2023-03-21
CUS-00853,Hassan Trading Co,North-Central,Garki,09024806384,2021-07-03
CUS-00854,Badagry Wholesale,South-West,Ogbomoso,07021039132,2022-07-31
CUS-00855,Igwe Enterprises,South-West,Badagry,08169586748,2023-02-25
CUS-00856,Onyekachi Provisions,North-Central,Garki,09059317149,2023-05-31
CUS-00857,Epe Stores,South-West,Mushin,09080150556,2020-09-22
CUS-00858,Obi Cash & Carry,North-Central,Makurdi,07032645646,2024-01-21
CUS-00859,Lawal Enterprises,South-West,Alimosho,09026476859,2023-02-11
CUS-00860,Asaba Foods,South-South,Sapele,08196413557,2019-02-17
CUS-00861,Garba Cash & Carry,South-West,Ibadan North,08129780216,2020-02-11
CUS-00862,Nwankwo Ventures,South-West,Yaba,08013989423,2023-11-11
CUS-00863,Minna Superstores,North-Central,Wuse,08061356129,2021-01-10
CUS-00864,Usman Enterprises,North-Central,Garki,07098728736,2020-03-15
CUS-00865,Igwe Provisions,North-Central,Lugbe,09075800289,2021-08-03
CUS-00866,Ugwu Hotel,South-West,Ikeja,07067768169,2019-06-26
CUS-00867,Taiwo Cash & Carry,South-South,Yenagoa,09014829304,2024-03-26
CUS-00868,Oshodi Wholesale,South-West,Badagry,08075965276,2022-01-01
CUS-00869,Ibadan North Stores,South-West,Abeokuta,09098594248,2021-04-24
CUS-00870,Minna Hotel,North-Central,Gwarinpa,07062530781,2022-12-10
CUS-00871,Abeokuta Superstores,South-West,Agege,08153014471,2024-01-28
CUS-00872,Rabiu Trading Co,South-West,Agege,07093906615,2022-07-04
CUS-00873,Nwosu Cash & Carry,South-West,Agege,07098750131,2023-01-18
CUS-00874,Abeokuta Stores,South-West,Badagry,07050924657,2023-10-11
CUS-00875,Taiwo Supermarket,South-West,Ibadan North,09086242300,2021-07-13
CUS-00876,Abdullahi Ventures,South-South,Sapele,07052481834,2022-04-20
CUS-00877,Akinola Ventures,North-Central,Garki,08055092789,2021-08-19
CUS-00878,Jabi Mart,North-Central,Makurdi,08158765904,2021-12-22
CUS-00879,Oshodi Stores,South-West,Alimosho,08048568210,2022-12-06
CUS-00880,Mushin Provisions,South-West,Abeokuta,07087603784,2023-11-20
CUS-00881,Aliyu Hotel,North-Central,Minna,09038150713,2022-06-21
CUS-00882,Asaba Hotel,South-South,Asaba,09099047650,2021-05-23
CUS-00883,Okorie Enterprises,South-West,Ogbomoso,09083492593,2023-05-29
CUS-00884,Bonny Mart,South-South,Sapele,09038582041,2020-09-17
CUS-00885,Yenagoa Wholesale,South-South,Bonny,09085982862,2020-05-05
CUS-00886,Chukwu Ventures,North-Central,Gwarinpa,08030196097,2020-03-26
CUS-00887,Onyekachi Cash & Carry,North-Central,Jabi,07095084307,2023-04-12
CUS-00888,Olawale Superstores,South-South,Eleme,08190696029,2023-02-04
CUS-00889,Lawal Supermarket,South-West,Yaba,08172298460,2021-09-11
CUS-00890,Yakubu Supermarket,North-Central,Kubwa,08046602780,2023-08-27
CUS-00891,Ikorodu Superstores,South-West,Ogbomoso,08096475652,2019-08-22
CUS-00892,Oshodi Supermarket,South-West,Ikeja,07052131585,2021-01-16
CUS-00893,Uba Trading Co,South-West,Epe,07063270351,2019-02-17
CUS-00894,Warri Stores,South-South,Sapele,07080055957,2020-09-10
CUS-00895,Bonny Wholesale,South-South,Yenagoa,07041954134,2021-01-20
CUS-00896,Agege Enterprises,South-West,Badagry,09041667072,2019-03-05
CUS-00897,Gbadamosi Provisions,South-West,Ikorodu,09064811239,2022-12-29
CUS-00898,Ugwu Trading Co,South-South,Obio-Akpor,08183248658,2022-01-16
CUS-00899,Oladipo Mart,South-West,Agege,09059357131,2019-10-24
CUS-00900,Abeokuta Supermarket,South-West,Alimosho,07042168745,2022-12-31
CUS-00901,Abdullahi Trading Co,North-Central,Garki,08069378298,2022-03-29
CUS-00902,Ikorodu Wholesale,South-West,Lekki,08049919426,2023-03-29
CUS-00903,Uche Superstores,South-South,Uyo,09014547522,2022-11-18
CUS-00904,Yenagoa Ventures,South-South,Calabar,08166689004,2019-07-03
CUS-00905,Fashola Foods,South-South,Asaba,07057225359,2022-01-22
CUS-00906,Jabi Ventures,North-Central,Wuse,07096083599,2020-10-27
CUS-00907,Yakubu Mart,South-West,Ikeja,09036853654,2020-11-23
CUS-00908,Lekki Mart,South-West,Yaba,08089727494,2020-07-28
CUS-00909,Ibadan North Ventures,South-West,Alimosho,08044987861,2023-06-12
CUS-00910,Lugbe Provisions,North-Central,Garki,09059338378,2023-05-26
CUS-00911,Rabiu Enterprises,South-West,Yaba,07013082993,2019-03-30
CUS-00912,Kubwa Stores,North-Central,Minna,08045135941,2020-06-26
CUS-00913,Usman Cash & Carry,South-South,Sapele,08130032157,2023-12-02
CUS-00914,Aliyu Stores,South-South,Port Harcourt,09070895638,2019-10-12
CUS-00915,Haruna Provisions,North-Central,Kubwa,08148649601,2020-03-26
CUS-00916,Makinde Enterprises,South-West,Yaba,08135415894,2022-01-27
CUS-00917,Ikeja Wholesale,South-West,Ikorodu,08092903638,2021-11-21
CUS-00918,Abubakar Superstores,South-South,Yenagoa,07011385159,2021-10-15
CUS-00919,Abdullahi Cash & Carry,South-West,Epe,08061471888,2020-06-12
CUS-00920,Lekki Stores,South-West,Ogbomoso,07016994436,2022-07-21
CUS-00921,Nwosu Enterprises,South-South,Sapele,07010719539,2022-12-30
CUS-00922,Obi Superstores,North-Central,Jabi,08085102924,2024-03-09
CUS-00923,Orji Ventures,North-Central,Jabi,09027705940,2023-12-01
CUS-00924,Dada Wholesale,South-West,Lekki,08115927344,2023-09-14
CUS-00925,Ikorodu Foods,South-West,Agege,09047973618,2019-05-11
CUS-00926,Asaba Hotel,South-South,Uyo,09032143753,2022-08-25
CUS-00927,Dada Hotel,North-Central,Minna,07035356407,2023-08-02
CUS-00928,Anyanwu Wholesale,South-West,Surulere,09068576625,2023-10-08
CUS-00929,Port Harcourt Ventures,South-South,Uyo,09071439467,2021-08-27
CUS-00930,Surulere Stores,South-West,Agege,07037344675,2019-07-20
CUS-00931,Badagry Hotel,South-West,Alimosho,08185597784,2019-06-04
CUS-00932,Adeyemi Hotel,North-Central,Makurdi,08065890810,2019-04-04
CUS-00933,Epe Stores,South-West,Agege,07048155583,2020-08-06
CUS-00934,Chukwu Enterprises,South-South,Obio-Akpor,08130639394,2024-04-03
CUS-00935,Epe Ventures,South-West,Ibadan North,08189752745,2020-09-23
CUS-00936,Epe Enterprises,South-West,Ibadan North,08186391152,2023-09-11
CUS-00937,Yakubu Wholesale,South-West,Agege,07019492426,2021-05-08
CUS-00938,Obi Wholesale,South-South,Eleme,08063541768,2023-12-02
CUS-00939,Nwachukwu Cash & Carry,South-West,Ikorodu,08026186924,2022-09-29
CUS-00940,Danjuma Wholesale,South-West,Epe,08058190104,2020-09-08
CUS-00941,Lawal Ventures,South-West,Ibadan North,09073946652,2022-11-30
CUS-00942,Hassan Cash & Carry,North-Central,Jabi,08068264710,2020-11-18
CUS-00943,Eze Ventures,South-West,Epe,08096920825,2020-07-27
CUS-00944,Jos Superstores,North-Central,Jos,07049017499,2021-10-17
CUS-00945,Ibadan North Wholesale,South-West,Surulere,08050320166,2019-09-13
CUS-00946,Aliyu Supermarket,South-West,Ogbomoso,07016052535,2021-07-16
CUS-00947,Akinola Ventures,South-West,Epe,08157708716,2022-12-28
CUS-00948,Wuse Stores,North-Central,Minna,08034455561,2019-09-10
CUS-00949,Haruna Wholesale,South-West,Agege,09099960756,2021-11-23
CUS-00950,Danjuma Mart,North-Central,Kubwa,08020498581,2020-03-25
CUS-00951,Abubakar Stores,South-South,Calabar,07010784780,2022-03-16
CUS-00952,Anyanwu Ventures,South-West,Badagry,09098277293,2020-03-30
CUS-00953,Usman Enterprises,North-Central,Jabi,09050621889,2023-12-05
CUS-00954,Adesanya Supermarket,South-West,Badagry,08013599088,2023-03-31
CUS-00955,Okafor Cash & Carry,South-West,Alimosho,08021555280,2022-09-24
CUS-00956,Onyekachi Supermarket,South-South,Obio-Akpor,08030457766,2020-04-10
CUS-00957,Minna Supermarket,North-Central,Minna,08037023185,2022-10-07
CUS-00958,Wuse Trading Co,North-Central,Wuse,07094612181,2019-09-01
CUS-00959,Minna Foods,North-Central,Makurdi,08114968366,2021-09-07
CUS-00960,Suleiman Enterprises,South-West,Epe,09041125867,2020-05-31
CUS-00961,Aliyu Trading Co,South-West,Ogbomoso,07045950066,2019-05-31
CUS-00962,Garki Ventures,North-Central,Makurdi,08170173215,2020-07-04
CUS-00963,Suleiman Provisions,South-West,Ibadan North,08168802221,2023-02-12
CUS-00964,Jabi Enterprises,North-Central,Minna,08049378681,2020-05-13
CUS-00965,Jabi Ventures,North-Central,Gwarinpa,08047910765,2020-07-18
CUS-00966,Gwarinpa Mart,North-Central,Kubwa,08091302255,2021-08-29
CUS-00967,Nwankwo Wholesale,South-West,Yaba,08084736526,2024-02-26
CUS-00968,Okorie Trading Co,South-South,Eleme,08077575794,2024-03-28
CUS-00969,Adesanya Enterprises,South-South,Warri,07085427873,2023-03-01
CUS-00970,Oshodi Trading Co,South-West,Oshodi,07084762274,2022-12-02
CUS-00971,Bonny Enterprises,South-South,Obio-Akpor,07068764105,2019-12-09
CUS-00972,Lekki Stores,South-West,Oshodi,07085493830,2024-03-08
CUS-00973,Adesanya Provisions,North-Central,Jabi,08049208083,2020-06-12
CUS-00974,Suleiman Stores,South-West,Surulere,08154910261,2019-10-29
CUS-00975,Ibadan North Cash & Carry,South-West,Oshodi,07042925764,2019-09-27
CUS-00976,Orji Mart,South-South,Obio-Akpor,08159987561,2020-05-29
CUS-00977,Ibrahim Provisions,North-Central,Gwarinpa,09040626070,2023-08-24
CUS-00978,Uba Ventures,South-South,Bonny,08113994712,2021-12-08
CUS-00979,Danjuma Hotel,South-West,Lekki,07055406344,2022-08-27
CUS-00980,Mushin Supermarket,South-West,Mushin,07098607345,2019-03-31
CUS-00981,Wuse Superstores,North-Central,Jos,08166278204,2022-03-01
CUS-00982,Asaba Foods,South-South,Uyo,08111060619,2019-10-13
CUS-00983,Dada Foods,South-West,Mushin,09096420023,2023-04-08
CUS-00984,Sapele Superstores,South-South,Yenagoa,08197074691,2022-02-24
CUS-00985,Obio-Akpor Supermarket,South-South,Bonny,08162344046,2020-05-08
CUS-00986,Jos Hotel,North-Central,Lugbe,08022458031,2021-07-20
CUS-00987,Hassan Superstores,North-Central,Gwarinpa,07013743496,2019-06-05
CUS-00988,Warri Wholesale,South-South,Calabar,07018045780,2019-09-13
CUS-00989,Agege Stores,South-West,Ikeja,07070228445,2022-09-30
CUS-00990,Eze Provisions,North-Central,Makurdi,08057021454,2022-09-28
CUS-00991,Badagry Enterprises,South-West,Epe,08060689435,2021-07-03
CUS-00992,Nnaji Enterprises,North-Central,Kubwa,08170976401,2023-11-14
CUS-00993,Uba Stores,South-West,Lekki,07067027331,2019-06-09
CUS-00994,Adewale Trading Co,South-West,Epe,09088952163,2021-04-14
CUS-00995,Okorie Enterprises,North-Central,Minna,09069066531,2020-07-21
CUS-00996,Uba Mart,South-South,Eleme,08075063976,2020-06-06
CUS-00997,Ogbomoso Hotel,South-West,Lekki,08071127098,2021-10-06
CUS-00998,Musa Trading Co,South-West,Lekki,09024809069,2023-09-28
CUS-00999,Nnaji Mart,South-West,Lekki,08150926285,2022-04-27
CUS-01000,Idris Mart,South-West,Surulere,09016529832,2019-03-02
CUS-01001,Warri Mart,South-South,Yenagoa,07026418573,2021-05-07
CUS-01002,Mushin Ventures,South-West,Abeokuta,08185935555,2021-11-18
CUS-01003,Yenagoa Foods,South-South,Sapele,08028592146,2021-08-03
CUS-01004,Minna Mart,North-Central,Jabi,07093855267,2020-09-10
CUS-01005,Obi Trading Co,North-Central,Jos,07099985448,2019-06-06
CUS-01006,Afolabi Mart,South-West,Badagry,07086771841,2020-11-19
CUS-01007,Bonny Superstores,South-South,Obio-Akpor,07035827078,2019-01-23
CUS-01008,Wuse Enterprises,North-Central,Jos,08073865585,2021-08-07
CUS-01009,Ugwu Mart,South-South,Port Harcourt,08137622679,2023-01-16
CUS-01010,Sapele Ventures,South-South,Obio-Akpor,08163928396,2021-02-11
CUS-01011,Ikeja Trading Co,South-West,Mushin,08065691824,2024-04-13
CUS-01012,Okorie Stores,South-South,Obio-Akpor,07082716383,2023-06-23
CUS-01013,Yusuf Stores,South-West,Surulere,08164663717,2020-08-12
CUS-01014,Agege Mart,South-West,Ikeja,07050000149,2022-03-26
CUS-01015,Taiwo Wholesale,South-West,Mushin,07016962963,2023-04-14
CUS-01016,Yaba Ventures,South-West,Ogbomoso,09025445960,2022-11-28
CUS-01017,Uba Stores,South-West,Ibadan North,07064692890,2020-11-12
CUS-01018,Ikorodu Hotel,South-West,Abeokuta,07043059986,2020-02-21
CUS-01019,Lugbe Enterprises,North-Central,Lokoja,09021261988,2019-09-03
CUS-01020,Dada Trading Co,North-Central,Jos,08042905017,2021-05-28
CUS-01021,Bonny Ventures,South-South,Port Harcourt,07072364542,2019-01-11
CUS-01022,Fashola Supermarket,South-South,Port Harcourt,09046682099,2021-01-24
CUS-01023,Agege Superstores,South-West,Yaba,08116104857,2023-07-07
CUS-01024,Lugbe Stores,North-Central,Lokoja,07028743541,2020-05-09
CUS-01025,Onyekachi Provisions,North-Central,Makurdi,08155987725,2020-11-09
CUS-01026,Ibadan North Wholesale,South-West,Yaba,08155852776,2023-03-28
CUS-01027,Ikeja Foods,South-West,Surulere,07091709974,2021-09-30
CUS-01028,Gbadamosi Cash & Carry,South-West,Ogbomoso,09062719526,2021-05-26
CUS-01029,Epe Stores,South-West,Ogbomoso,07069750614,2020-08-25
CUS-01030,Mushin Enterprises,South-West,Agege,09033781587,2019-09-18
CUS-01031,Port Harcourt Stores,South-South,Yenagoa,08135902794,2021-12-04
CUS-01032,Oshodi Wholesale,South-West,Epe,08135704262,2023-11-30
CUS-01033,Warri Provisions,South-South,Yenagoa,08114938681,2022-11-05
CUS-01034,Abeokuta Provisions,South-West,Ikeja,08095689443,2022-03-13
CUS-01035,Orji Ventures,South-West,Surulere,08098562013,2020-04-10
CUS-01036,Makurdi Mart,North-Central,Garki,08018730772,2023-09-15
CUS-01037,Yaba Hotel,South-West,Badagry,08135749878,2019-08-31
CUS-01038,Jos Enterprises,North-Central,Lugbe,09010262390,2019-02-28
CUS-01039,Epe Supermarket,South-West,Alimosho,08168055632,2019-09-07
CUS-01040,Abubakar Hotel,South-South,Yenagoa,09058515929,2021-07-08
CUS-01041,Kubwa Supermarket,North-Central,Lugbe,09081458898,2021-11-25
CUS-01042,Eze Stores,South-West,Abeokuta,07040283277,2020-07-20
CUS-01043,Okafor Provisions,South-West,Surulere,08151715656,2024-01-25
CUS-01044,Anyanwu Cash & Carry,North-Central,Wuse,08143609390,2023-01-12
CUS-01045,Eze Supermarket,South-West,Alimosho,08179749603,2019-12-19
CUS-01046,Garba Enterprises,South-West,Ibadan North,07093932889,2021-11-30
CUS-01047,Adeleke Supermarket,North-Central,Lokoja,08118727939,2020-01-12
CUS-01048,Ibadan North Supermarket,South-West,Ikorodu,09018830219,2023-11-06
CUS-01049,Lugbe Cash & Carry,North-Central,Lokoja,07092852868,2020-03-14
CUS-01050,Oshodi Superstores,South-West,Abeokuta,07070855827,2022-04-07
CUS-01051,Usman Enterprises,South-West,Lekki,08197365194,2019-02-28
CUS-01052,Nnaji Trading Co,North-Central,Makurdi,08024496399,2023-11-04
CUS-01053,Abeokuta Provisions,South-West,Abeokuta,08095545512,2021-07-25
CUS-01054,Suleiman Enterprises,South-West,Ibadan North,08042635373,2023-08-25
CUS-01055,Salami Enterprises,South-South,Calabar,08151766978,2021-02-22
CUS-01056,Eleme Ventures,South-South,Asaba,08149065941,2022-05-08
CUS-01057,Ibrahim Superstores,South-South,Eleme,07041861591,2021-07-29
CUS-01058,Port Harcourt Cash & Carry,South-South,Uyo,08036893461,2020-10-29
CUS-01059,Uyo Provisions,South-South,Yenagoa,09090498733,2020-07-14
CUS-01060,Agege Enterprises,South-West,Ikorodu,09054106502,2023-07-05
CUS-01061,Ikeja Ventures,South-West,Yaba,07095733862,2023-03-03
CUS-01062,Makinde Provisions,North-Central,Minna,08160454028,2023-04-08
CUS-01063,Ikeja Trading Co,South-West,Ikeja,07058034735,2024-04-01
CUS-01064,Uche Provisions,North-Central,Makurdi,08115892805,2024-04-02
CUS-01065,Ogunleye Wholesale,South-West,Badagry,08055609531,2019-09-01
CUS-01066,Adebayo Mart,North-Central,Lugbe,07012817734,2019-10-04
CUS-01067,Idris Stores,North-Central,Jabi,08050946121,2021-11-10
CUS-01068,Epe Mart,South-West,Ogbomoso,09018774822,2023-10-03
CUS-01069,Oshodi Provisions,South-West,Yaba,09060231696,2022-08-20
CUS-01070,Kubwa Supermarket,North-Central,Makurdi,08081869344,2022-10-08
CUS-01071,Adeleke Superstores,South-South,Asaba,08078218774,2021-02-21
CUS-01072,Afolabi Ventures,South-South,Sapele,07032472549,2021-07-26
CUS-01073,Oshodi Hotel,South-West,Agege,09079644554,2021-10-25
CUS-01074,Ogbomoso Foods,South-West,Ibadan North,09073586743,2022-11-30
CUS-01075,Makurdi Superstores,North-Central,Wuse,08039464318,2019-05-27
CUS-01076,Mushin Provisions,South-West,Ikorodu,09060611218,2021-03-19
CUS-01077,Ikorodu Hotel,South-West,Lekki,08021278067,2022-10-06
CUS-01078,Bello Supermarket,South-West,Ibadan North,08167190488,2021-11-21
CUS-01079,Danjuma Ventures,South-West,Agege,08161320957,2024-04-12
CUS-01080,Yakubu Stores,South-West,Agege,07049529512,2019-09-11
