OrderID,OrderDate,CustomerID,ProductID,ProductName,Quantity,UnitPrice,LineTotal
ORD-2025-024478,24/05/2025,CUS-00842,PRD-0131,Close-Up Red Hot 140g x36,21,31140,653940
ORD-2025-024485,24/05/2025,CUS-01925,PRD-0150,Huggies Gold 44pc x4  ,4,47850,191400
ORD-2025-024496,25/05/2025,CUS-02476,PRD-0057,Honeywell Semolina 1kg x10,3,18040,54120
ORD-2025-024502,25/05/2025,CUS-01320,PRD-0100,Jik Bleach 500ml x24,7,20780,145460
ORD-2025-024512,25/05/2025,CUS-02333,PRD-0168,Wet Wipes 80pc x12,23,19490,448270
ORD-2025-024513,26/05/2025,CUS-00781,PRD-0001,Coca-Cola 50cl PET x12,10,4970,49700
ORD-2025-024526,26/05/2025,CUS-00862,PRD-0041,Smoov Chapman 40cl x12,15,6830,102450
ORD-2025-024531,26/05/2025,CUS-01116,PRD-0057,Honeywell Semolina 1kg x10,13,18040,234520
ORD-2025-024547,26/05/2025,CUS-01747,PRD-0086,Blue Band Spread 450g x12,4,28180,112720
ORD-2025-024550,26/05/2025,CUS-00511,PRD-0090,Dano Milk Refill 360g x12,2,37690,75380
ORD-2025-024551,26/05/2025,CUS-01037,PRD-0090,Dano Milk Refill 360g x12,2,37690,75380
ORD-2025-024552,26/05/2025,CUS-00536,PRD-0090,Dano Milk Refill 360g x12,10,37690,376900
ORD-2025-024553,26/05/2025,CUS-01447,PRD-0090,Dano Milk Refill 360g x12,10,37690,376900
ORD-2025-024560,26/05/2025,CUS-00170,PRD-0091,Omo Multi-Active 900g x12,17,27010,459170
ORD-2025-024566,26/05/2025,CUS-02362,PRD-0100,Jik Bleach 500ml x24,16,20780,332480
ORD-2025-024584,26/05/2025,CUS-01446,PRD-0122,Bin Liners 50pc Roll x24,4,19140,76560
ORD-2025-024585,26/05/2025,CUS-00264,PRD-0125,Insecticide Coil 10pk x30,9,15380,138420
ORD-2025-024595,26/05/2025,CUS-02356,PRD-0141,Vaseline Blue Seal 250ml x24,25,38600,965000
ORD-2025-024601,26/05/2025,CUS-02346,PRD-0151,Molfix Diapers 44pc x4  ,13,42840,556920
ORD-2025-024609,26/05/2025,CUS-00423,PRD-0160,Safeguard Soap 175g x48,8,32940,263520
ORD-2025-024615,27/05/2025,CUS-02410,PRD-0007,Chivita 100% Orange 1L x12,17,17070,290190
ORD-2025-024620,27/05/2025,CUS-01530,PRD-0018,Peak Milk Powder 400g Tin x12,6,62570,375420
ORD-2025-024628,27/05/2025,CUS-00862,PRD-0077,Checkers Custard 2kg x6,9,31120,280080
ORD-2025-024639,27/05/2025,CUS-02410,PRD-0090,Dano Milk Refill 360g x12,17,37690,640730
ORD-2025-024640,27/05/2025,CUS-02413,PRD-0090,Dano Milk Refill 360g x12,4,37690,150760
ORD-2025-024641,27/05/2025,CUS-00522,PRD-0090,Dano Milk Refill 360g x12,10,37690,376900
ORD-2025-024648,27/05/2025,CUS-00897,PRD-0103,Dettol Liquid 500ml x12,6,38480,230880
ORD-2025-024651,27/05/2025,CUS-00399,PRD-0109,Air Wick Freshener 300ml x12,11,30700,337700
ORD-2025-024658,27/05/2025,CUS-00842,PRD-0125,Insecticide Coil 10pk x30,3,15380,46140
ORD-2025-024663,27/05/2025,CUS-00700,PRD-0131,Close-Up Red Hot 140g x36,11,31140,342540
ORD-2025-024667,27/05/2025,CUS-00360,PRD-0151,Molfix Diapers 44pc x4,15,42840,642600
ORD-2025-024668,27/05/2025,CUS-01129,PRD-0151,Molfix Diapers 44pc x4,3,42840,128520
ORD-2025-024679,27/05/2025,CUS-00601,PRD-0161,Irish Spring 105g x48,5,32640,163200
ORD-2025-024688,28/05/2025,CUS-01725,PRD-0016,Milo Refill 500g x12,4,42680,170720
ORD-2025-024689,28/05/2025,CUS-02295,PRD-0018,Peak Milk Powder 400g Tin x12,5,62570,312850
ORD-2025-024711,28/05/2025,CUS-00529,PRD-0079,Golden Morn 900g x10  ,6,46870,281220
ORD-2025-024723,28/05/2025,CUS-01076,PRD-0090,Dano Milk Refill 360g x12,5,37690,188450
ORD-2025-024724,28/05/2025,CUS-01329,PRD-0090,Dano Milk Refill 360g x12,31,37690,1168390
ORD-2025-024725,28/05/2025,CUS-02165,PRD-0090,Dano Milk Refill 360g x12  ,4,37690,150760
ORD-2025-024726,28/05/2025,CUS-02226,PRD-0090,Dano Milk Refill 360g x12,6,37690,226140
ORD-2025-024734,28/05/2025,CUS-02277,PRD-0113,Zip Detergent Sachet 60x40g,11,10420,114620
ORD-2025-024735,28/05/2025,CUS-01157,PRD-0113,Zip Detergent Sachet 60x40g  ,23,10420,239660
ORD-2025-024745,28/05/2025,CUS-01014,PRD-0125,Insecticide Coil 10pk x30  ,11,15380,169180
ORD-2025-024747,28/05/2025,CUS-01553,PRD-0127,Starch Spray 300ml x12,9,16760,150840
ORD-2025-024754,28/05/2025,CUS-01523,PRD-0145,Rexona Roll-On 50ml x24,4,31800,127200
ORD-2025-024760,28/05/2025,CUS-00466,PRD-0151,Molfix Diapers 44pc x4,13,42840,556920
ORD-2025-024767,28/05/2025,CUS-01547,PRD-0160,Safeguard Soap 175g x48,11,32940,362340
ORD-2025-024774,28/05/2025,CUS-02353,PRD-0166,Aboniki Balm 25g x48  ,8,25650,205200
ORD-2025-024775,28/05/2025,CUS-00270,PRD-0169,Sanitary Wipes 10pc x48,6,15310,91860
ORD-2025-024791,29/05/2025,CUS-00002,PRD-0041,Smoov Chapman 40cl x12,7,6830,47810
ORD-2025-024799,29/05/2025,CUS-01287,PRD-0067,Knorr Chicken Cubes 50x8g x24,8,12380,99040
ORD-2025-024801,29/05/2025,CUS-01994,PRD-0076,Ola-Ola Poundo 0.9kg x12,17,28050,476850
ORD-2025-024806,29/05/2025,CUS-02155,PRD-0084,Bonita Baked Beans 400g x24,6,27760,166560
ORD-2025-024816,29/05/2025,CUS-01785,PRD-0090,Dano Milk Refill 360g x12,25,37690,942250
ORD-2025-024826,29/05/2025,CUS-02132,PRD-0100,Jik Bleach 500ml x24,9,20780,187020
ORD-2025-024846,29/05/2025,CUS-01722,PRD-0150,Huggies Gold 44pc x4,5,47850,239250
ORD-2025-024854,29/05/2025,CUS-02200,PRD-0151,Molfix Diapers 44pc x4,7,42840,299880
ORD-2025-024855,29/05/2025,CUS-02118,PRD-0151,Molfix Diapers 44pc x4  ,2,42840,85680
ORD-2025-024856,29/05/2025,CUS-00287,PRD-0151,Molfix Diapers 44pc x4,3,42840,128520
ORD-2025-024860,29/05/2025,CUS-01905,PRD-0161,Irish Spring 105g x48,6,32640,195840
ORD-2025-024861,29/05/2025,CUS-01245,PRD-0161,Irish Spring 105g x48,7,32640,228480
ORD-2025-024862,29/05/2025,CUS-01767,PRD-0161,Irish Spring 105g x48,12,32640,391680
ORD-2025-024865,29/05/2025,CUS-01877,PRD-0166,Aboniki Balm 25g x48,10,25650,256500
ORD-2025-024866,29/05/2025,CUS-02238,PRD-0166,Aboniki Balm 25g x48,5,25650,128250
ORD-2025-024868,29/05/2025,CUS-00338,PRD-0167,Cotton Buds 200pc x36,8,14020,112160
ORD-2025-024872,30/05/2025,CUS-00716,PRD-0007,Chivita 100% Orange 1L x12,3,17070,51210
ORD-2025-024873,30/05/2025,CUS-02473,PRD-0013,Lucozade Boost 50cl x12,23,11970,275310
ORD-2025-024887,30/05/2025,CUS-00738,PRD-0054,Indomie Chicken 70g x40,6,17260,103560
ORD-2025-024888,30/05/2025,CUS-01400,PRD-0056,Indomie Hungry Man 200g x24,12,25020,300240
ORD-2025-024900,30/05/2025,CUS-01870,PRD-0083,Tomato Mix Tin 400g x24  ,5,23690,118450
ORD-2025-024913,30/05/2025,CUS-00590,PRD-0100,Jik Bleach 500ml x24,19,20780,394820
ORD-2025-024914,30/05/2025,CUS-01540,PRD-0100,Jik Bleach 500ml x24,4,20780,83120
ORD-2025-024918,30/05/2025,CUS-01002,PRD-0106,Raid Insecticide 600ml x12,7,41890,293230
ORD-2025-024921,30/05/2025,CUS-01300,PRD-0108,Rambo Insecticide 300ml x24,6,30750,184500
ORD-2025-024925,30/05/2025,CUS-00507,PRD-0118,Duck Toilet Gel 500ml x12,3,23110,69330
ORD-2025-024941,30/05/2025,CUS-01032,PRD-0147,Always Ultra 8pads x24,8,32330,258640
ORD-2025-024946,30/05/2025,CUS-01073,PRD-0151,Molfix Diapers 44pc x4,4,42840,171360
ORD-2025-024947,30/05/2025,CUS-01997,PRD-0151,Molfix Diapers 44pc x4,4,42840,171360
ORD-2025-024948,30/05/2025,CUS-02415,PRD-0151,Molfix Diapers 44pc x4,22,42840,942480
ORD-2025-024959,30/05/2025,CUS-00900,PRD-0160,Safeguard Soap 175g x48,18,32940,592920
ORD-2025-024963,30/05/2025,CUS-00917,PRD-0165,Robb Ointment 23ml x48,4,23380,93520
ORD-2025-024981,31/05/2025,CUS-01321,PRD-0067,Knorr Chicken Cubes 50x8g x24,5,12380,61900
ORD-2025-024984,31/05/2025,CUS-00925,PRD-0078,Quaker Oats 500g x12,11,33720,370920
ORD-2025-024986,31/05/2025,CUS-01161,PRD-0090,Dano Milk Refill 360g x12,22,37690,829180
ORD-2025-024994,31/05/2025,CUS-00729,PRD-0108,Rambo Insecticide 300ml x24,10,30750,307500
ORD-2025-024999,31/05/2025,CUS-01265,PRD-0118,Duck Toilet Gel 500ml x12,11,23110,254210
ORD-2025-025000,31/05/2025,CUS-02028,PRD-0122,Bin Liners 50pc Roll x24,1,19140,19140
ORD-2025-025003,31/05/2025,CUS-01599,PRD-0125,Insecticide Coil 10pk x30,2,15380,30760
ORD-2025-025034,01/06/2025,CUS-02385,PRD-0149,Pampers Baby Dry 44pc x4,9,45880,412920
ORD-2025-025035,01/06/2025,CUS-02169,PRD-0151,Molfix Diapers 44pc x4,1,42840,42840
ORD-2025-025044,02/06/2025,CUS-00320,PRD-0029,Schweppes Chapman 33cl x24,9,11070,99630
ORD-2025-025050,02/06/2025,CUS-01499,PRD-0049,Dangote Sugar 1kg x10,5,18190,90950
ORD-2025-025070,02/06/2025,CUS-01078,PRD-0086,Blue Band Spread 450g x12  ,12,28180,338160
ORD-2025-025076,02/06/2025,CUS-00920,PRD-0090,Dano Milk Refill 360g x12,4,37690,150760
ORD-2025-025077,02/06/2025,CUS-02470,PRD-0090,Dano Milk Refill 360g x12,6,37690,226140
ORD-2025-025082,02/06/2025,CUS-01834,PRD-0091,Omo Multi-Active 900g x12,12,27010,324120
ORD-2025-025086,02/06/2025,CUS-01510,PRD-0098,Mama Lemon 750ml x12,4,15320,61280
ORD-2025-025095,02/06/2025,CUS-01734,PRD-0121,Mop & Bucket Set x6,6,26430,158580
ORD-2025-025101,02/06/2025,CUS-02112,PRD-0131,Close-Up Red Hot 140g x36,7,31140,217980
ORD-2025-025103,02/06/2025,CUS-01076,PRD-0132,Oral-B Toothpaste 140g x36,5,38360,191800
ORD-2025-025112,02/06/2025,CUS-02469,PRD-0151,Molfix Diapers 44pc x4,13,42840,556920
ORD-2025-025113,02/06/2025,CUS-02013,PRD-0151,Molfix Diapers 44pc x4,7,42840,299880
ORD-2025-025117,02/06/2025,CUS-01074,PRD-0153,Schick Razor Twin x48  ,21,24220,508620
ORD-2025-025128,03/06/2025,CUS-01928,PRD-0004,Pepsi 50cl PET x12,8,4490,35920
ORD-2025-025133,03/06/2025,CUS-00529,PRD-0018,Peak Milk Powder 400g Tin x12,14,62570,875980
ORD-2025-025136,03/06/2025,CUS-00572,PRD-0020,Three Crowns Evap 160g x48,4,29210,116840
ORD-2025-025143,03/06/2025,CUS-01469,PRD-0045,Predator Energy 40cl x12,6,7340,44040
ORD-2025-025147,03/06/2025,CUS-01084,PRD-0057,Honeywell Semolina 1kg x10,3,18040,54120
ORD-2025-025158,03/06/2025,CUS-01760,PRD-0085,Peak Butter 250g x24,7,32580,228060
ORD-2025-025166,03/06/2025,CUS-00961,PRD-0093,Sunlight Detergent 900g x12,4,23080,92320
ORD-2025-025169,03/06/2025,CUS-00529,PRD-0100,Jik Bleach 500ml x24,17,20780,353260
ORD-2025-025170,03/06/2025,CUS-01807,PRD-0100,Jik Bleach 500ml x24,5,20780,103900
ORD-2025-025174,03/06/2025,CUS-00998,PRD-0108,Rambo Insecticide 300ml x24,4,30750,123000
ORD-2025-025176,03/06/2025,CUS-01885,PRD-0113,Zip Detergent Sachet 60x40g,17,10420,177140
ORD-2025-025179,03/06/2025,CUS-01535,PRD-0119,Domestos Bleach 500ml x12,18,21950,395100
ORD-2025-025180,03/06/2025,CUS-02059,PRD-0122,Bin Liners 50pc Roll x24,5,19140,95700
ORD-2025-025182,03/06/2025,CUS-00176,PRD-0125,Insecticide Coil 10pk x30,4,15380,61520
ORD-2025-025185,03/06/2025,CUS-02437,PRD-0135,Lux Soap 170g x48,4,32900,131600
ORD-2025-025188,03/06/2025,CUS-00287,PRD-0145,Rexona Roll-On 50ml x24,4,31800,127200
ORD-2025-025206,04/06/2025,CUS-00859,PRD-0013,Lucozade Boost 50cl x12,7,11970,83790
ORD-2025-025220,04/06/2025,CUS-01255,PRD-0061,Gino Tomato Paste 70g x50,3,16320,48960
ORD-2025-025229,04/06/2025,CUS-01999,PRD-0085,Peak Butter 250g x24,4,32580,130320
ORD-2025-025230,04/06/2025,CUS-00941,PRD-0085,Peak Butter 250g x24,1,32580,32580
ORD-2025-025232,04/06/2025,CUS-00037,PRD-0086,Blue Band Spread 450g x12,4,28180,112720
ORD-2025-025233,04/06/2025,CUS-01629,PRD-0086,Blue Band Spread 450g x12  ,10,28180,281800
ORD-2025-025235,04/06/2025,CUS-01505,PRD-0090,Dano Milk Refill 360g x12,8,37690,301520
ORD-2025-025244,04/06/2025,CUS-00409,PRD-0111,Sponge & Scourer Pack x48,10,12240,122400
ORD-2025-025246,04/06/2025,CUS-01621,PRD-0118,Duck Toilet Gel 500ml x12,7,23110,161770
ORD-2025-025257,04/06/2025,CUS-01863,PRD-0135,Lux Soap 170g x48,18,32900,592200
ORD-2025-025269,04/06/2025,CUS-00668,PRD-0165,Robb Ointment 23ml x48,4,23380,93520
ORD-2025-025277,05/06/2025,CUS-01054,PRD-0034,Exotic Multifruit 1L x12,6,15350,92100
ORD-2025-025280,05/06/2025,CUS-02042,PRD-0045,Predator Energy 40cl x12,5,7340,36700
ORD-2025-025288,05/06/2025,CUS-02374,PRD-0064,Devon Kings Oil 3L x4,10,36350,363500
ORD-2025-025292,05/06/2025,CUS-00997,PRD-0078,Quaker Oats 500g x12,5,33720,168600
ORD-2025-025294,05/06/2025,CUS-00622,PRD-0083,Tomato Mix Tin 400g x24,8,23690,189520
ORD-2025-025295,05/06/2025,CUS-00814,PRD-0084,Bonita Baked Beans 400g x24,40,27760,1110400
ORD-2025-025299,05/06/2025,CUS-00772,PRD-0090,Dano Milk Refill 360g x12  ,13,37690,489970
ORD-2025-025300,05/06/2025,CUS-01569,PRD-0090,Dano Milk Refill 360g x12,4,37690,150760
ORD-2025-025303,05/06/2025,CUS-01546,PRD-0091,Omo Multi-Active 900g x12,2,27010,54020
ORD-2025-025306,05/06/2025,CUS-02263,PRD-0098,Mama Lemon 750ml x12,4,15320,61280
ORD-2025-025308,05/06/2025,CUS-01970,PRD-0108,Rambo Insecticide 300ml x24,10,30750,307500
ORD-2025-025310,05/06/2025,CUS-02255,PRD-0109,Air Wick Freshener 300ml x12,3,30700,92100
ORD-2025-025325,05/06/2025,CUS-01861,PRD-0145,Rexona Roll-On 50ml x24,9,31800,286200
ORD-2025-025326,05/06/2025,CUS-02293,PRD-0145,Rexona Roll-On 50ml x24,18,31800,572400
ORD-2025-025328,05/06/2025,CUS-01542,PRD-0148,Molped Pads 8pc x24  ,2,27270,54540
ORD-2025-025332,05/06/2025,CUS-01213,PRD-0156,ORS Relaxer Kit x12,9,58570,527130
ORD-2025-025336,05/06/2025,CUS-01358,PRD-0165,Robb Ointment 23ml x48,4,23380,93520
ORD-2025-025337,05/06/2025,CUS-01023,PRD-0166,Aboniki Balm 25g x48,16,25650,410400
ORD-2025-025341,06/06/2025,CUS-02004,PRD-0004,Pepsi 50cl PET x12,24,4490,107760
ORD-2025-025345,06/06/2025,CUS-00158,PRD-0034,Exotic Multifruit 1L x12,7,15350,107450
ORD-2025-025347,06/06/2025,CUS-00220,PRD-0037,Vitamilk Soy 30cl x24,15,25650,384750
ORD-2025-025356,06/06/2025,CUS-00200,PRD-0061,Gino Tomato Paste 70g x50,9,16320,146880
ORD-2025-025364,06/06/2025,CUS-01263,PRD-0077,Checkers Custard 2kg x6,3,31120,93360
ORD-2025-025366,06/06/2025,CUS-00120,PRD-0078,Quaker Oats 500g x12,15,33720,505800
ORD-2025-025373,06/06/2025,CUS-01343,PRD-0090,Dano Milk Refill 360g x12,3,37690,113070
ORD-2025-025374,06/06/2025,CUS-01147,PRD-0090,Dano Milk Refill 360g x12,7,37690,263830
ORD-2025-025379,06/06/2025,CUS-02443,PRD-0098,Mama Lemon 750ml x12,3,15320,45960
ORD-2025-025385,06/06/2025,CUS-00435,PRD-0109,Air Wick Freshener 300ml x12,6,30700,184200
ORD-2025-025386,06/06/2025,CUS-00609,PRD-0120,Scrubbing Brush Heavy x24,7,14740,103180
ORD-2025-025390,06/06/2025,CUS-02105,PRD-0135,Lux Soap 170g x48,8,32900,263200
ORD-2025-025401,06/06/2025,CUS-00930,PRD-0157,Venus Hair Cream 260ml x12,6,24810,148860
ORD-2025-025402,06/06/2025,CUS-01532,PRD-0160,Safeguard Soap 175g x48,5,32940,164700
ORD-2025-025409,07/06/2025,CUS-01776,PRD-0024,Zobo Concentrate 1L x6,12,9800,117600
ORD-2025-025423,07/06/2025,CUS-01587,PRD-0090,Dano Milk Refill 360g x12,6,37690,226140
ORD-2025-025424,07/06/2025,CUS-00802,PRD-0090,Dano Milk Refill 360g x12,6,37690,226140
ORD-2025-025442,07/06/2025,CUS-00685,PRD-0142,Nivea Body Lotion 400ml x12,4,52030,208120
ORD-2025-025459,08/06/2025,CUS-01519,PRD-0024,Zobo Concentrate 1L x6,13,9800,127400
ORD-2025-025462,08/06/2025,CUS-02389,PRD-0068,Maggi Star Cubes 100x4g x12,45,16320,734400
ORD-2025-025466,08/06/2025,CUS-01140,PRD-0086,Blue Band Spread 450g x12,4,28180,112720
ORD-2025-025490,09/06/2025,CUS-01932,PRD-0018,Peak Milk Powder 400g Tin x12,3,62570,187710
ORD-2025-025492,09/06/2025,CUS-01267,PRD-0036,Capri-Sun Orange 20cl x40,11,20500,225500
ORD-2025-025493,09/06/2025,CUS-02468,PRD-0041,Smoov Chapman 40cl x12,8,6830,54640
ORD-2025-025498,09/06/2025,CUS-00561,PRD-0057,Honeywell Semolina 1kg x10,10,18040,180400
ORD-2025-025499,09/06/2025,CUS-00409,PRD-0057,Honeywell Semolina 1kg x10,3,18040,54120
ORD-2025-025508,09/06/2025,CUS-01745,PRD-0080,Nasco Cornflakes 350g x12,2,23900,47800
ORD-2025-025511,09/06/2025,CUS-01079,PRD-0082,Uncle Palm Oil 1L x12,8,30730,245840
ORD-2025-025514,09/06/2025,CUS-01506,PRD-0090,Dano Milk Refill 360g x12,11,37690,414590
ORD-2025-025515,09/06/2025,CUS-01758,PRD-0090,Dano Milk Refill 360g x12  ,9,37690,339210
ORD-2025-025516,09/06/2025,CUS-00095,PRD-0090,Dano Milk Refill 360g x12,15,37690,565350
ORD-2025-025517,09/06/2025,CUS-00315,PRD-0090,Dano Milk Refill 360g x12,10,37690,376900
ORD-2025-025528,09/06/2025,CUS-00157,PRD-0113,Zip Detergent Sachet 60x40g,31,10420,323020
ORD-2025-025534,09/06/2025,CUS-02123,PRD-0120,Scrubbing Brush Heavy x24,4,14740,58960
ORD-2025-025536,09/06/2025,CUS-02353,PRD-0121,Mop & Bucket Set x6,6,26430,158580
ORD-2025-025545,09/06/2025,CUS-01727,PRD-0141,Vaseline Blue Seal 250ml x24,2,38600,77200
ORD-2025-025548,09/06/2025,CUS-00581,PRD-0151,Molfix Diapers 44pc x4,3,42840,128520
ORD-2025-025552,09/06/2025,CUS-02143,PRD-0155,Cantu Curling Cream 340g x12,18,65880,1185840
ORD-2025-025575,10/06/2025,CUS-02110,PRD-0037,Vitamilk Soy 30cl x24,2,25650,51300
ORD-2025-025576,10/06/2025,CUS-01227,PRD-0041,Smoov Chapman 40cl x12,11,6830,75130
ORD-2025-025590,10/06/2025,CUS-01408,PRD-0077,Checkers Custard 2kg x6,20,31120,622400
ORD-2025-025605,10/06/2025,CUS-02259,PRD-0090,Dano Milk Refill 360g x12,9,37690,339210
ORD-2025-025606,10/06/2025,CUS-01939,PRD-0090,Dano Milk Refill 360g x12,4,37690,150760
ORD-2025-025625,10/06/2025,CUS-01211,PRD-0108,Rambo Insecticide 300ml x24,5,30750,153750
ORD-2025-025635,10/06/2025,CUS-00070,PRD-0122,Bin Liners 50pc Roll x24,32,19140,612480
ORD-2025-025636,10/06/2025,CUS-02112,PRD-0122,Bin Liners 50pc Roll x24,5,19140,95700
ORD-2025-025642,10/06/2025,CUS-00121,PRD-0131,Close-Up Red Hot 140g x36,34,31140,1058760
ORD-2025-025644,10/06/2025,CUS-02476,PRD-0136,Dove Beauty Bar 135g x48,13,54950,714350
ORD-2025-025645,10/06/2025,CUS-01409,PRD-0137,Premier Cool Soap 175g x48,4,27650,110600
ORD-2025-025647,10/06/2025,CUS-01564,PRD-0143,Jergens Lotion 400ml x12,1,48640,48640
ORD-2025-025651,10/06/2025,CUS-00694,PRD-0151,Molfix Diapers 44pc x4,8,42840,342720
ORD-2025-025652,10/06/2025,CUS-00009,PRD-0151,Molfix Diapers 44pc x4,7,42840,299880
ORD-2025-025653,10/06/2025,CUS-01060,PRD-0151,Molfix Diapers 44pc x4,10,42840,428400
ORD-2025-025656,10/06/2025,CUS-00228,PRD-0163,Cussons Baby Powder 200g x24,8,27790,222320
ORD-2025-025657,10/06/2025,CUS-00002,PRD-0164,My My Powder 250g x24,21,19920,418320
ORD-2025-025662,11/06/2025,CUS-02374,PRD-0016,Milo Refill 500g x12,1,42680,42680
ORD-2025-025678,11/06/2025,CUS-00738,PRD-0061,Gino Tomato Paste 70g x50,6,16320,97920
ORD-2025-025686,11/06/2025,CUS-00998,PRD-0077,Checkers Custard 2kg x6,2,31120,62240
ORD-2025-025687,11/06/2025,CUS-01470,PRD-0084,Bonita Baked Beans 400g x24,6,27760,166560
ORD-2025-025691,11/06/2025,CUS-01904,PRD-0090,Dano Milk Refill 360g x12,2,37690,75380
ORD-2025-025692,11/06/2025,CUS-01499,PRD-0090,Dano Milk Refill 360g x12,15,37690,565350
ORD-2025-025693,11/06/2025,CUS-02448,PRD-0090,Dano Milk Refill 360g x12  ,1,37690,37690
ORD-2025-025700,11/06/2025,CUS-01689,PRD-0111,Sponge & Scourer Pack x48,9,12240,110160
ORD-2025-025702,11/06/2025,CUS-00551,PRD-0117,B29 Bar Soap 190g x48,2,17520,35040
ORD-2025-025704,11/06/2025,CUS-01519,PRD-0118,Duck Toilet Gel 500ml x12,4,23110,92440
ORD-2025-025710,11/06/2025,CUS-01432,PRD-0131,Close-Up Red Hot 140g x36,8,31140,249120
ORD-2025-025721,11/06/2025,CUS-01255,PRD-0153,Schick Razor Twin x48,3,24220,72660
ORD-2025-025722,11/06/2025,CUS-01994,PRD-0157,Venus Hair Cream 260ml x12,6,24810,148860
ORD-2025-025725,11/06/2025,CUS-02069,PRD-0164,My My Powder 250g x24,15,19920,298800
ORD-2025-025730,12/06/2025,CUS-01451,PRD-0007,Chivita 100% Orange 1L x12,4,17070,68280
ORD-2025-025742,12/06/2025,CUS-01886,PRD-0039,Grand Malt 33cl x24,3,14770,44310
ORD-2025-025748,12/06/2025,CUS-02217,PRD-0057,Honeywell Semolina 1kg x10,19,18040,342760
ORD-2025-025770,12/06/2025,CUS-00439,PRD-0093,Sunlight Detergent 900g x12,3,23080,69240
ORD-2025-025787,12/06/2025,CUS-01431,PRD-0121,Mop & Bucket Set x6,8,26430,211440
ORD-2025-025796,12/06/2025,CUS-01866,PRD-0145,Rexona Roll-On 50ml x24,3,31800,95400
ORD-2025-025798,12/06/2025,CUS-00061,PRD-0151,Molfix Diapers 44pc x4,3,42840,128520
ORD-2025-025807,12/06/2025,CUS-02163,PRD-0162,Cussons Baby Jelly 200ml x24,49,28900,1416100
ORD-2025-025813,13/06/2025,CUS-01346,PRD-0011,Maltina Can 33cl x24,3,17170,51510
ORD-2025-025820,13/06/2025,CUS-00900,PRD-0037,Vitamilk Soy 30cl x24,11,25650,282150
ORD-2025-025829,13/06/2025,CUS-00158,PRD-0080,Nasco Cornflakes 350g x12,4,23900,95600
ORD-2025-025835,13/06/2025,CUS-01217,PRD-0085,Peak Butter 250g x24,8,32580,260640
ORD-2025-025840,13/06/2025,CUS-01925,PRD-0090,Dano Milk Refill 360g x12,6,37690,226140
ORD-2025-025841,13/06/2025,CUS-00002,PRD-0090,Dano Milk Refill 360g x12,6,37690,226140
ORD-2025-025849,13/06/2025,CUS-01854,PRD-0098,Mama Lemon 750ml x12,13,15320,199160
ORD-2025-025850,13/06/2025,CUS-00738,PRD-0100,Jik Bleach 500ml x24  ,16,20780,332480
ORD-2025-025854,13/06/2025,CUS-01424,PRD-0118,Duck Toilet Gel 500ml x12,9,23110,207990
ORD-2025-025859,13/06/2025,CUS-02446,PRD-0122,Bin Liners 50pc Roll x24,3,19140,57420
ORD-2025-025866,13/06/2025,CUS-01591,PRD-0143,Jergens Lotion 400ml x12,6,48640,291840
ORD-2025-025869,13/06/2025,CUS-01037,PRD-0153,Schick Razor Twin x48,2,24220,48440
ORD-2025-025870,13/06/2025,CUS-01260,PRD-0155,Cantu Curling Cream 340g x12,8,65880,527040
ORD-2025-025872,13/06/2025,CUS-01830,PRD-0156,ORS Relaxer Kit x12  ,10,58570,585700
ORD-2025-025876,13/06/2025,CUS-02155,PRD-0165,Robb Ointment 23ml x48,2,23380,46760
ORD-2025-025886,14/06/2025,CUS-00277,PRD-0015,Nescafe Classic 50x2g Sachet,7,8500,59500
ORD-2025-025888,14/06/2025,CUS-00920,PRD-0037,Vitamilk Soy 30cl x24,2,25650,51300
ORD-2025-025899,14/06/2025,CUS-00160,PRD-0086,Blue Band Spread 450g x12  ,8,28180,225440
ORD-2025-025915,14/06/2025,CUS-01573,PRD-0125,Insecticide Coil 10pk x30,8,15380,123040
ORD-2025-025916,14/06/2025,CUS-01750,PRD-0125,Insecticide Coil 10pk x30  ,9,15380,138420
ORD-2025-025925,14/06/2025,CUS-01029,PRD-0137,Premier Cool Soap 175g x48,2,27650,55300
ORD-2025-025932,15/06/2025,CUS-02099,PRD-0016,Milo Refill 500g x12,3,42680,128040
ORD-2025-025933,15/06/2025,CUS-02322,PRD-0016,Milo Refill 500g x12,21,42680,896280
ORD-2025-025938,15/06/2025,CUS-01871,PRD-0072,Honey Beans (Oloyin) 2kg x10,12,42600,511200
ORD-2025-025939,15/06/2025,CUS-01615,PRD-0076,Ola-Ola Poundo 0.9kg x12,5,28050,140250
ORD-2025-025942,15/06/2025,CUS-00587,PRD-0086,Blue Band Spread 450g x12,3,28180,84540
ORD-2025-025947,15/06/2025,CUS-02237,PRD-0120,Scrubbing Brush Heavy x24,9,14740,132660
ORD-2025-025948,15/06/2025,CUS-01611,PRD-0122,Bin Liners 50pc Roll x24,5,19140,95700
ORD-2025-025959,16/06/2025,CUS-02039,PRD-0007,Chivita 100% Orange 1L x12,9,17070,153630
ORD-2025-025962,16/06/2025,CUS-01399,PRD-0020,Three Crowns Evap 160g x48,3,29210,87630
ORD-2025-025966,16/06/2025,CUS-00819,PRD-0031,Power Horse 25cl x24,10,36660,366600
ORD-2025-025974,16/06/2025,CUS-00621,PRD-0049,Dangote Sugar 1kg x10,7,18190,127330
