ReturnID,ReturnDate,OrderID,CustomerID,ProductID,WarehouseID,QtyReturned,Reason
RET-00522,2024-07-25,ORD-2024-001506,CUS-00919,PRD-0093,WH-LAG1,10,Customer overstock
RET-00523,2025-08-20,ORD-2025-029850,CUS-01044,PRD-0001,WH-ABJ,11,Wrong item
RET-00524,2025-07-24,ORD-2025-027896,CUS-01454,PRD-0093,WH-LAG2,3,Customer overstock
RET-00525,2024-08-05,ORD-2024-002215,CUS-00786,PRD-0165,WH-PHC,1,Wrong item
RET-00526,2025-07-02,ORD-2025-027049,CUS-02056,PRD-0161,WH-IBD,5,Near expiry
RET-00527,2025-04-06,ORD-2025-020881,CUS-00033,PRD-0161,WH-ABJ,1,Customer overstock
RET-00528,2025-01-03,ORD-2024-014196,CUS-02407,PRD-0154,WH-PHC,2,Customer overstock
RET-00529,2025-10-21,ORD-2025-034075,CUS-01303,PRD-0016,WH-PHC,5,Damaged in transit
RET-00530,2025-05-06,ORD-2025-022898,CUS-02450,PRD-0120,WH-PHC,3,Damaged in transit
RET-00531,2026-02-10,ORD-2026-043963,CUS-02487,PRD-0076,WH-IBD,6,Customer overstock
RET-00532,2025-10-14,ORD-2025-033930,CUS-00852,PRD-0118,WH-ABJ,3,Near expiry
RET-00533,2026-01-04,ORD-2026-041692,CUS-02099,PRD-0120,WH-LAG2,3,Damaged in transit
RET-00534,2024-12-11,ORD-2024-011574,CUS-01718,PRD-0108,WH-IBD,4,Wrong item
RET-00535,2025-10-05,ORD-2025-033062,CUS-01760,PRD-0090,WH-LAG1,2,Wrong item
RET-00536,2025-12-29,ORD-2025-040370,CUS-00438,PRD-0090,WH-ABJ,9,Near expiry
RET-00537,2024-12-19,ORD-2024-012073,CUS-01782,PRD-0090,WH-LAG2,1,Damaged in transit
RET-00538,2024-12-08,ORD-2024-011474,CUS-00591,PRD-0160,WH-LAG1,1,Near expiry
RET-00539,2024-10-13,ORD-2024-006421,CUS-00028,PRD-0047,WH-LAG1,1,Damaged in transit
RET-00540,2025-07-01,ORD-2025-026415,CUS-00411,PRD-0121,WH-ABJ,9,Near expiry
RET-00541,2026-03-13,ORD-2026-045389,CUS-00797,PRD-0152,WH-LAG1,7,Wrong item
RET-00542,2024-12-02,ORD-2024-010600,CUS-00311,PRD-0100,WH-PHC,2,Damaged in transit
RET-00543,2024-11-17,ORD-2024-009692,CUS-01947,PRD-0024,WH-ABJ,6,Wrong item
RET-00544,2026-04-02,ORD-2026-047010,CUS-01351,PRD-0090,WH-PHC,4,Customer overstock
RET-00545,2026-06-09,ORD-2026-052281,CUS-01892,PRD-0090,WH-IBD,3,Wrong item
RET-00546,2026-05-08,ORD-2026-049531,CUS-01208,PRD-0122,WH-LAG1,2,Damaged in transit
RET-00547,2025-10-08,ORD-2025-033709,CUS-01913,PRD-0153,WH-LAG2,10,Damaged in transit
RET-00548,2026-02-13,ORD-2026-044077,CUS-02356,PRD-0061,WH-LAG2,4,Damaged in transit
RET-00549,2025-03-25,ORD-2025-020000,CUS-01576,PRD-0064,WH-LAG1,9,Near expiry
RET-00550,2025-09-13,ORD-2025-031445,CUS-01811,PRD-0090,WH-ABJ,9,Near expiry
RET-00551,2025-12-21,ORD-2025-040242,CUS-00847,PRD-0146,WH-ABJ,2,Wrong item
RET-00552,2024-12-19,ORD-2024-012698,CUS-01893,PRD-0057,WH-ABJ,6,Customer overstock
RET-00553,2026-02-22,ORD-2026-044253,CUS-01962,PRD-0128,WH-LAG2,9,Customer overstock
RET-00554,2025-06-22,ORD-2025-025982,CUS-00314,PRD-0068,WH-LAG2,1,Damaged in transit
RET-00555,2024-11-21,ORD-2024-010309,CUS-01531,PRD-0129,WH-LAG1,4,Near expiry
RET-00556,2026-06-11,ORD-2026-052341,CUS-02277,PRD-0090,WH-IBD,6,Near expiry
RET-00557,2024-10-09,ORD-2024-006180,CUS-01552,PRD-0085,WH-IBD,1,Wrong item
RET-00558,2025-05-04,ORD-2025-022530,CUS-02373,PRD-0023,WH-ABJ,5,Customer overstock
RET-00559,2025-07-25,ORD-2025-028317,CUS-01241,PRD-0077,WH-LAG1,1,Damaged in transit
RET-00560,2025-02-01,ORD-2025-015968,CUS-01146,PRD-0122,WH-LAG1,8,Customer overstock
RET-00561,2024-07-12,ORD-2024-000146,CUS-01678,PRD-0151,WH-LAG2,4,Wrong item
RET-00562,2024-10-17,ORD-2024-007235,CUS-00462,PRD-0115,WH-LAG2,8,Damaged in transit
RET-00563,2025-12-15,ORD-2025-039544,CUS-02047,PRD-0103,WH-PHC,3,Wrong item
RET-00564,2024-07-26,ORD-2024-001436,CUS-00285,PRD-0120,WH-LAG1,3,Wrong item
RET-00565,2025-06-05,ORD-2025-024549,CUS-01633,PRD-0090,WH-LAG1,4,Near expiry
RET-00566,2026-03-01,ORD-2026-044695,CUS-02159,PRD-0151,WH-PHC,1,Near expiry
RET-00567,2024-12-01,ORD-2024-010810,CUS-00587,PRD-0028,WH-IBD,7,Customer overstock
RET-00568,2025-05-18,ORD-2025-023410,CUS-00702,PRD-0019,WH-PHC,1,Damaged in transit
RET-00569,2026-03-17,ORD-2026-046298,CUS-00899,PRD-0118,WH-IBD,1,Customer overstock
RET-00570,2025-02-23,ORD-2025-017591,CUS-00875,PRD-0090,WH-LAG1,1,Wrong item
RET-00571,2024-09-26,ORD-2024-005343,CUS-00743,PRD-0090,WH-LAG1,1,Wrong item
RET-00572,2026-05-06,ORD-2026-049232,CUS-02363,PRD-0033,WH-PHC,4,Damaged in transit
RET-00573,2025-10-30,ORD-2025-035037,CUS-00513,PRD-0077,WH-LAG1,1,Damaged in transit
RET-00574,2025-04-28,ORD-2025-022372,CUS-00090,PRD-0108,WH-ABJ,1,Wrong item
RET-00575,2026-02-05,ORD-2026-043645,CUS-00857,PRD-0085,WH-LAG1,4,Damaged in transit
RET-00576,2024-07-20,ORD-2024-001010,CUS-00599,PRD-0086,WH-LAG1,6,Damaged in transit
RET-00577,2025-01-05,ORD-2024-014108,CUS-00853,PRD-0067,WH-ABJ,9,Near expiry
RET-00578,2024-12-28,ORD-2024-012850,CUS-00171,PRD-0078,WH-ABJ,1,Near expiry
RET-00579,2024-10-27,ORD-2024-008181,CUS-01445,PRD-0083,WH-IBD,1,Near expiry
RET-00580,2025-09-25,ORD-2025-032186,CUS-00383,PRD-0090,WH-PHC,4,Near expiry
RET-00581,2024-10-01,ORD-2024-006196,CUS-00537,PRD-0100,WH-LAG2,1,Damaged in transit
RET-00582,2026-05-16,ORD-2026-050400,CUS-00494,PRD-0121,WH-IBD,2,Near expiry
RET-00583,2024-08-17,ORD-2024-002492,CUS-01416,PRD-0100,WH-IBD,1,Wrong item
RET-00584,2024-08-04,ORD-2024-001906,CUS-02006,PRD-0125,WH-LAG1,1,Damaged in transit
RET-00585,2026-01-02,ORD-2025-040539,CUS-00702,PRD-0165,WH-PHC,10,Near expiry
RET-00586,2024-12-19,ORD-2024-012254,CUS-00738,PRD-0153,WH-LAG2,1,Damaged in transit
RET-00587,2024-10-12,ORD-2024-006411,CUS-01633,PRD-0004,WH-LAG1,2,Near expiry
RET-00588,2024-11-05,ORD-2024-008753,CUS-01639,PRD-0106,WH-ABJ,3,Customer overstock
RET-00589,2025-05-08,ORD-2025-022863,CUS-01204,PRD-0049,WH-IBD,1,Near expiry
RET-00590,2026-01-15,ORD-2026-042103,CUS-00629,PRD-0118,WH-IBD,8,Near expiry
RET-00591,2024-07-17,ORD-2024-001012,CUS-01990,PRD-0086,WH-LAG2,2,Wrong item
RET-00592,2025-06-04,ORD-2025-024728,CUS-00605,PRD-0090,WH-PHC,3,Wrong item
RET-00593,2024-11-19,ORD-2024-010102,CUS-00998,PRD-0090,WH-LAG2,3,Damaged in transit
RET-00594,2026-06-28,ORD-2026-053196,CUS-00529,PRD-0001,WH-LAG1,2,Damaged in transit
RET-00595,2025-09-28,ORD-2025-032952,CUS-01483,PRD-0035,WH-IBD,1,Customer overstock
RET-00596,2026-05-03,ORD-2026-048973,CUS-00566,PRD-0051,WH-LAG1,4,Near expiry
RET-00597,2025-05-13,ORD-2025-023120,CUS-01120,PRD-0150,WH-LAG1,1,Customer overstock
RET-00598,2025-10-27,ORD-2025-034339,CUS-00742,PRD-0041,WH-IBD,5,Damaged in transit
RET-00599,2025-09-24,ORD-2025-032028,CUS-01982,PRD-0166,WH-LAG1,1,Near expiry
RET-00600,2025-03-19,ORD-2025-019207,CUS-00274,PRD-0163,WH-ABJ,5,Wrong item
RET-00601,2025-11-24,ORD-2025-037100,CUS-01291,PRD-0161,WH-LAG1,4,Customer overstock
RET-00602,2025-09-27,ORD-2025-032096,CUS-01018,PRD-0103,WH-LAG1,1,Customer overstock
RET-00603,2026-03-09,ORD-2026-045271,CUS-00748,PRD-0090,WH-PHC,5,Near expiry
RET-00604,2024-11-07,ORD-2024-008496,CUS-02111,PRD-0137,WH-LAG1,12,Customer overstock
RET-00605,2025-12-14,ORD-2025-038970,CUS-01607,PRD-0135,WH-PHC,3,Wrong item
RET-00606,2025-09-13,ORD-2025-031184,CUS-00614,PRD-0061,WH-ABJ,3,Wrong item
RET-00607,2026-01-28,ORD-2026-042694,CUS-00879,PRD-0090,WH-LAG2,3,Near expiry
RET-00608,2025-05-24,ORD-2025-023875,CUS-01133,PRD-0109,WH-PHC,6,Near expiry
RET-00609,2026-04-01,ORD-2026-047339,CUS-01110,PRD-0151,WH-ABJ,1,Near expiry
RET-00610,2024-07-18,ORD-2024-000932,CUS-01872,PRD-0086,WH-PHC,12,Customer overstock
RET-00611,2025-09-05,ORD-2025-031187,CUS-00642,PRD-0064,WH-ABJ,8,Near expiry
RET-00612,2025-08-01,ORD-2025-028689,CUS-01017,PRD-0064,WH-LAG1,9,Customer overstock
RET-00613,2024-11-30,ORD-2024-011081,CUS-01329,PRD-0151,WH-LAG1,1,Customer overstock
RET-00614,2026-01-12,ORD-2026-041794,CUS-01037,PRD-0125,WH-LAG1,8,Near expiry
RET-00615,2025-10-27,ORD-2025-034494,CUS-01548,PRD-0146,WH-LAG2,1,Wrong item
RET-00616,2026-03-14,ORD-2026-045912,CUS-02022,PRD-0026,WH-ABJ,12,Near expiry
RET-00617,2024-07-23,ORD-2024-000919,CUS-00951,PRD-0060,WH-PHC,3,Wrong item
RET-00618,2026-06-06,ORD-2026-051842,CUS-01645,PRD-0023,WH-IBD,2,Near expiry
RET-00619,2025-09-09,ORD-2025-031216,CUS-00883,PRD-0100,WH-LAG1,6,Damaged in transit
RET-00620,2025-02-11,ORD-2025-016976,CUS-00781,PRD-0060,WH-LAG1,1,Customer overstock
RET-00621,2025-09-16,ORD-2025-031407,CUS-01409,PRD-0009,WH-LAG1,3,Damaged in transit
RET-00622,2024-08-31,ORD-2024-003306,CUS-00053,PRD-0086,WH-IBD,1,Wrong item
RET-00623,2026-05-10,ORD-2026-049797,CUS-02110,PRD-0151,WH-IBD,3,Customer overstock
RET-00624,2024-12-27,ORD-2024-013323,CUS-00983,PRD-0031,WH-LAG1,2,Wrong item
RET-00625,2024-10-17,ORD-2024-006771,CUS-01685,PRD-0135,WH-LAG1,1,Customer overstock
RET-00626,2026-05-11,ORD-2026-050219,CUS-02264,PRD-0116,WH-ABJ,1,Near expiry
RET-00627,2026-01-08,ORD-2026-041603,CUS-00361,PRD-0090,WH-IBD,3,Damaged in transit
RET-00628,2025-02-03,ORD-2025-016223,CUS-01955,PRD-0037,WH-IBD,1,Near expiry
RET-00629,2024-10-05,ORD-2024-005873,CUS-02478,PRD-0093,WH-ABJ,1,Customer overstock
RET-00630,2025-03-02,ORD-2025-018016,CUS-00042,PRD-0078,WH-PHC,5,Wrong item
RET-00631,2025-05-01,ORD-2025-022514,CUS-00295,PRD-0153,WH-PHC,1,Wrong item
RET-00632,2026-03-09,ORD-2026-045626,CUS-00347,PRD-0120,WH-ABJ,8,Damaged in transit
RET-00633,2024-11-30,ORD-2024-010057,CUS-01371,PRD-0018,WH-LAG1,1,Damaged in transit
RET-00634,2024-10-20,ORD-2024-007701,CUS-00121,PRD-0156,WH-LAG1,10,Damaged in transit
RET-00635,2025-08-27,ORD-2025-030693,CUS-00559,PRD-0094,WH-IBD,8,Damaged in transit
RET-00636,2024-07-25,ORD-2024-001494,CUS-02348,PRD-0090,WH-LAG1,1,Near expiry
RET-00637,2024-08-28,ORD-2024-003344,CUS-00446,PRD-0160,WH-IBD,27,Near expiry
RET-00638,2025-09-25,ORD-2025-032487,CUS-01503,PRD-0086,WH-LAG1,2,Wrong item
RET-00639,2025-05-26,ORD-2025-023847,CUS-01547,PRD-0068,WH-LAG2,8,Damaged in transit
RET-00640,2025-10-20,ORD-2025-034187,CUS-01975,PRD-0084,WH-LAG1,1,Near expiry
RET-00641,2026-03-27,ORD-2026-046561,CUS-00908,PRD-0151,WH-LAG1,15,Wrong item
RET-00642,2026-02-11,ORD-2026-043768,CUS-00823,PRD-0004,WH-PHC,4,Near expiry
RET-00643,2025-04-07,ORD-2025-020890,CUS-01728,PRD-0011,WH-ABJ,15,Customer overstock
RET-00644,2025-11-22,ORD-2025-036876,CUS-01491,PRD-0151,WH-ABJ,6,Wrong item
RET-00645,2025-11-28,ORD-2025-037245,CUS-01650,PRD-0101,WH-ABJ,2,Damaged in transit
RET-00646,2025-10-12,ORD-2025-033505,CUS-00925,PRD-0138,WH-LAG1,1,Customer overstock
RET-00647,2026-03-08,ORD-2026-045609,CUS-01905,PRD-0090,WH-LAG1,3,Near expiry
RET-00648,2025-06-16,ORD-2025-025399,CUS-00157,PRD-0156,WH-IBD,1,Wrong item
RET-00649,2024-12-04,ORD-2024-010677,CUS-01815,PRD-0125,WH-ABJ,1,Wrong item
RET-00650,2024-07-13,ORD-2024-000333,CUS-01728,PRD-0083,WH-ABJ,3,Wrong item
RET-00651,2024-12-10,ORD-2024-011526,CUS-00264,PRD-0061,WH-LAG2,1,Customer overstock
RET-00652,2025-08-02,ORD-2025-028339,CUS-00931,PRD-0100,WH-LAG2,5,Customer overstock
RET-00653,2025-11-12,ORD-2025-036429,CUS-00428,PRD-0168,WH-PHC,4,Wrong item
RET-00654,2025-01-31,ORD-2025-016073,CUS-02026,PRD-0067,WH-ABJ,6,Customer overstock
RET-00655,2024-12-17,ORD-2024-012402,CUS-01681,PRD-0161,WH-LAG2,1,Customer overstock
RET-00656,2026-03-02,ORD-2026-044858,CUS-01894,PRD-0077,WH-ABJ,2,Customer overstock
RET-00657,2024-11-28,ORD-2024-010844,CUS-02360,PRD-0085,WH-LAG2,3,Wrong item
RET-00658,2026-06-27,ORD-2026-053550,CUS-00867,PRD-0122,WH-PHC,1,Wrong item
RET-00659,2025-03-21,ORD-2025-019203,CUS-01357,PRD-0151,WH-ABJ,7,Wrong item
RET-00660,2024-11-11,ORD-2024-008765,CUS-00811,PRD-0125,WH-ABJ,1,Damaged in transit
RET-00661,2026-06-26,ORD-2026-052923,CUS-00556,PRD-0090,WH-IBD,4,Near expiry
RET-00662,2025-06-02,ORD-2025-024194,CUS-02173,PRD-0083,WH-PHC,9,Customer overstock
RET-00663,2025-11-02,ORD-2025-035313,CUS-01664,PRD-0081,WH-LAG2,1,Near expiry
RET-00664,2024-10-12,ORD-2024-006859,CUS-01757,PRD-0125,WH-LAG1,4,Customer overstock
RET-00665,2026-02-07,ORD-2026-043836,CUS-02204,PRD-0047,WH-LAG2,1,Customer overstock
RET-00666,2025-10-18,ORD-2025-034496,CUS-01300,PRD-0151,WH-LAG1,22,Near expiry
RET-00667,2025-11-06,ORD-2025-035909,CUS-01098,PRD-0111,WH-IBD,3,Damaged in transit
RET-00668,2024-10-10,ORD-2024-006739,CUS-00565,PRD-0090,WH-IBD,2,Customer overstock
RET-00669,2026-01-12,ORD-2026-042122,CUS-02032,PRD-0151,WH-PHC,6,Wrong item
RET-00670,2025-11-07,ORD-2025-035888,CUS-00892,PRD-0090,WH-LAG1,11,Customer overstock
RET-00671,2025-05-10,ORD-2025-022563,CUS-00910,PRD-0090,WH-ABJ,1,Near expiry
RET-00672,2024-09-05,ORD-2024-004343,CUS-01108,PRD-0161,WH-ABJ,2,Damaged in transit
RET-00673,2026-03-15,ORD-2026-045754,CUS-02391,PRD-0037,WH-PHC,1,Near expiry
RET-00674,2025-10-24,ORD-2025-034803,CUS-02221,PRD-0004,WH-LAG2,1,Customer overstock
RET-00675,2025-06-30,ORD-2025-026916,CUS-01312,PRD-0122,WH-LAG1,15,Wrong item
RET-00676,2025-09-02,ORD-2025-030808,CUS-02335,PRD-0156,WH-LAG1,1,Damaged in transit
RET-00677,2025-06-13,ORD-2025-025291,CUS-00665,PRD-0070,WH-ABJ,3,Near expiry
RET-00678,2025-02-19,ORD-2025-017487,CUS-02141,PRD-0090,WH-ABJ,1,Damaged in transit
RET-00679,2025-11-30,ORD-2025-037641,CUS-01033,PRD-0076,WH-PHC,2,Near expiry
RET-00680,2025-03-16,ORD-2025-019399,CUS-02422,PRD-0100,WH-LAG2,1,Customer overstock
RET-00681,2024-08-30,ORD-2024-003324,CUS-02119,PRD-0118,WH-PHC,1,Wrong item
RET-00682,2026-05-25,ORD-2026-051057,CUS-01208,PRD-0151,WH-LAG2,3,Near expiry
RET-00683,2025-03-18,ORD-2025-018753,CUS-01440,PRD-0120,WH-PHC,5,Customer overstock
RET-00684,2026-05-11,ORD-2026-049975,CUS-01994,PRD-0125,WH-IBD,10,Wrong item
RET-00685,2026-04-02,ORD-2026-046802,CUS-01115,PRD-0135,WH-LAG1,10,Customer overstock
RET-00686,2025-05-20,ORD-2025-023354,CUS-00861,PRD-0098,WH-IBD,1,Near expiry
RET-00687,2025-06-11,ORD-2025-025454,CUS-02126,PRD-0161,WH-ABJ,3,Near expiry
RET-00688,2025-03-11,ORD-2025-018686,CUS-01363,PRD-0118,WH-LAG2,10,Damaged in transit
RET-00689,2025-12-27,ORD-2025-039857,CUS-02211,PRD-0157,WH-IBD,1,Customer overstock
RET-00690,2025-12-19,ORD-2025-039864,CUS-01944,PRD-0170,WH-LAG1,10,Damaged in transit
RET-00691,2026-05-09,ORD-2026-050157,CUS-01482,PRD-0156,WH-LAG2,7,Customer overstock
RET-00692,2025-10-27,ORD-2025-034527,CUS-00106,PRD-0028,WH-IBD,11,Customer overstock
RET-00693,2024-12-08,ORD-2024-011290,CUS-01319,PRD-0109,WH-PHC,5,Damaged in transit
RET-00694,2026-03-02,ORD-2026-045203,CUS-00598,PRD-0090,WH-LAG1,1,Near expiry
RET-00695,2025-04-13,ORD-2025-020953,CUS-00559,PRD-0079,WH-IBD,2,Customer overstock
RET-00696,2025-12-03,ORD-2025-037710,CUS-01346,PRD-0163,WH-LAG1,3,Near expiry
RET-00697,2025-12-11,ORD-2025-039098,CUS-02019,PRD-0125,WH-LAG2,9,Wrong item
RET-00698,2026-05-17,ORD-2026-050707,CUS-00032,PRD-0033,WH-LAG1,1,Customer overstock
RET-00699,2024-09-04,ORD-2024-004162,CUS-02468,PRD-0098,WH-IBD,4,Damaged in transit
RET-00700,2025-11-19,ORD-2025-036290,CUS-00802,PRD-0161,WH-LAG2,1,Customer overstock
RET-00701,2025-04-03,ORD-2025-020422,CUS-02131,PRD-0090,WH-IBD,27,Near expiry
