OrderID,OrderDate,CustomerID,ProductID,Qty,UOM,UnitPrice,LineTotal
ORD-2025-029552,2025-08-08,CUS-02438,prd-0131,13,EACH,31140,404820
ORD-2025-029553,2025-08-08,CUS-01598,prd-0135,0.67,CARTON,1579200,1058064.0
ORD-2025-029558,2025-08-08,CUS-01379,prd-0151,5,EACH,42840,214200
ORD-2025-029568,2025-08-09,CUS-00854,prd-0023,11,EACH,16940,186340
ORD-2025-029570,2025-08-09,CUS-02465,prd-0046,0.1,CARTON,347200,34720.0
ORD-2025-029573,2025-08-09,CUS-01002,prd-0048,4.2,CARTON,84350,354270.0
ORD-2025-029585,2025-08-09,CUS-01632,prd-0090,0.58,CARTON,452280,262322.39999999997
ORD-2025-029589,2025-08-09,CUS-02335,prd-0100,6,EACH,20780,124680
ORD-2025-029591,2025-08-09,CUS-02042,prd-0105,12,EACH,41060,492720
ORD-2025-029597,2025-08-09,CUS-01905,prd-0122,4,EACH,19140,76560
ORD-2025-029604,2025-08-09,CUS-00161,prd-0156,0.67,CARTON,702840,470902.80000000005
ORD-2025-029605,2025-08-09,CUS-01398,prd-0161,0.15,CARTON,1566720,235008.0
ORD-2025-029606,2025-08-09,CUS-02059,prd-0162,0.25,CARTON,693600,173400.0
ORD-2025-029613,2025-08-10,CUS-00314,prd-0068,0.67,CARTON,195840,131212.80000000002
ORD-2025-029618,2025-08-10,CUS-01255,prd-0090,0.33,CARTON,452280,149252.40000000002
ORD-2025-029628,2025-08-10,CUS-02372,prd-0161,0.12,CARTON,1566720,188006.4
ORD-2025-029633,2025-08-11,CUS-02058,prd-0007,0.33,CARTON,204840,67597.20000000001
ORD-2025-029637,2025-08-11,CUS-01994,prd-0020,0.88,CARTON,1402080,1233830.4
ORD-2025-029642,2025-08-11,CUS-01722,prd-0035,1.33,CARTON,163920,218013.59999999998
ORD-2025-029645,2025-08-11,CUS-02284,prd-0039,0.38,CARTON,354480,134702.40000000002
ORD-2025-029647,2025-08-11,CUS-01424,prd-0043,1,EACH,17760,17760
ORD-2025-029677,2025-08-11,CUS-00496,prd-0108,0.29,CARTON,738000,214020.0
ORD-2025-029687,2025-08-11,CUS-01046,prd-0123,0.17,CARTON,345840,58792.8
ORD-2025-029690,2025-08-11,CUS-02327,prd-0125,0.27,CARTON,461400,124578.00000000001
ORD-2025-029693,2025-08-11,CUS-02350,prd-0131,0.5,CARTON,1121040,560520.0
ORD-2025-029712,2025-08-11,CUS-02103,prd-0161,43,EACH,32640,1403520
ORD-2025-029718,2025-08-12,CUS-00320,prd-0004,0.33,CARTON,53880,17780.4
ORD-2025-029719,2025-08-12,CUS-01553,prd-0005,0.58,CARTON,37320,21645.6
ORD-2025-029720,2025-08-12,CUS-01796,prd-0007,1.08,CARTON,204840,221227.2
ORD-2025-029728,2025-08-12,CUS-01949,prd-0023,0.25,CARTON,203280,50820.0
ORD-2025-029729,2025-08-12,CUS-01540,prd-0034,0.42,CARTON,184200,77364.0
ORD-2025-029738,2025-08-12,CUS-02304,prd-0068,0.58,CARTON,195840,113587.19999999998
ORD-2025-029740,2025-08-12,CUS-00699,prd-0075,5,EACH,34020,170100
ORD-2025-029753,2025-08-12,CUS-02353,prd-0093,3,EACH,23080,69240
ORD-2025-029754,2025-08-12,CUS-00077,prd-0093,0.42,CARTON,276960,116323.20000000001
ORD-2025-029757,2025-08-12,CUS-02371,prd-0111,0.21,CARTON,587520,123379.20000000001
ORD-2025-029765,2025-08-12,CUS-01791,prd-0142,5,EACH,52030,260150
ORD-2025-029766,2025-08-12,CUS-00431,prd-0145,0.17,CARTON,763200,129744.0
ORD-2025-029792,2025-08-13,CUS-00554,prd-0048,2.4,CARTON,84350,202440.0
ORD-2025-029807,2025-08-13,CUS-01884,prd-0083,12,EACH,23690,284280
ORD-2025-029814,2025-08-13,CUS-00935,prd-0090,0.42,CARTON,452280,189957.59999999998
ORD-2025-029819,2025-08-13,CUS-00500,prd-0106,0.17,CARTON,502680,85455.6
ORD-2025-029826,2025-08-13,CUS-01251,prd-0125,0.27,CARTON,461400,124578.00000000001
ORD-2025-029830,2025-08-13,CUS-01948,prd-0132,0.25,CARTON,1380960,345240.0
ORD-2025-029833,2025-08-13,CUS-01615,prd-0144,1.33,CARTON,383880,510560.4
ORD-2025-029841,2025-08-13,CUS-02180,prd-0156,0.25,CARTON,702840,175710.0
ORD-2025-029853,2025-08-14,CUS-02118,prd-0013,0.67,CARTON,143640,96238.8
ORD-2025-029865,2025-08-14,CUS-01290,prd-0051,5,EACH,43070,215350
ORD-2025-029866,2025-08-14,CUS-02105,prd-0051,2.25,CARTON,172280,387630.0
ORD-2025-029867,2025-08-14,CUS-02140,prd-0052,6,EACH,43630,261780
ORD-2025-029869,2025-08-14,CUS-00269,prd-0064,3,EACH,36350,109050
ORD-2025-029876,2025-08-14,CUS-02491,prd-0081,0.2,CARTON,421900,84380.0
ORD-2025-029882,2025-08-14,CUS-00041,prd-0085,8,EACH,32580,260640
ORD-2025-029889,2025-08-14,CUS-00379,prd-0090,0.5,CARTON,452280,226140.0
ORD-2025-029908,2025-08-14,CUS-02463,prd-0144,1.42,CARTON,383880,545109.6
ORD-2025-029917,2025-08-14,CUS-00728,prd-0162,4,EACH,28900,115600
ORD-2025-029922,2025-08-15,CUS-00983,prd-0011,0.08,CARTON,412080,32966.4
ORD-2025-029931,2025-08-15,CUS-01408,prd-0045,0.42,CARTON,88080,36993.6
ORD-2025-029937,2025-08-15,CUS-02185,prd-0056,0.08,CARTON,600480,48038.4
ORD-2025-029940,2025-08-15,CUS-00945,prd-0060,10,EACH,57540,575400
ORD-2025-029950,2025-08-15,CUS-02078,prd-0077,1.17,CARTON,186720,218462.39999999997
ORD-2025-029974,2025-08-15,CUS-01271,prd-0129,0.17,CARTON,213720,36332.4
ORD-2025-029975,2025-08-15,CUS-01431,prd-0135,0.17,CARTON,1579200,268464.0
ORD-2025-029977,2025-08-15,CUS-01435,prd-0142,1.0,CARTON,624360,624360.0
ORD-2025-029986,2025-08-15,CUS-01140,prd-0155,19,EACH,65880,1251720
ORD-2025-029991,2025-08-15,CUS-00506,prd-0161,0.04,CARTON,1566720,62668.8
ORD-2025-029995,2025-08-15,CUS-02209,prd-0165,0.21,CARTON,1122240,235670.40000000002
ORD-2025-030006,2025-08-16,CUS-00251,prd-0074,0.6,CARTON,383900,230340.0
ORD-2025-030014,2025-08-16,CUS-00677,prd-0090,0.08,CARTON,452280,36182.4
ORD-2025-030015,2025-08-16,CUS-01885,prd-0093,0.17,CARTON,276960,47083.200000000004
ORD-2025-030022,2025-08-16,CUS-02319,prd-0118,0.42,CARTON,277320,116474.4
ORD-2025-030023,2025-08-16,CUS-01127,prd-0120,0.54,CARTON,353760,191030.40000000002
ORD-2025-030027,2025-08-16,CUS-00133,prd-0141,0.29,CARTON,926400,268656.0
ORD-2025-030035,2025-08-16,CUS-01136,prd-0151,7,EACH,42840,299880
ORD-2025-030039,2025-08-16,CUS-01435,prd-0160,9,EACH,32940,296460
ORD-2025-030042,2025-08-17,CUS-01613,prd-0005,1.25,CARTON,37320,46650.0
ORD-2025-030049,2025-08-17,CUS-02192,prd-0045,0.42,CARTON,88080,36993.6
ORD-2025-030057,2025-08-17,CUS-01591,prd-0086,0.17,CARTON,338160,57487.200000000004
ORD-2025-030061,2025-08-17,CUS-00182,prd-0100,6,EACH,20780,124680
ORD-2025-030066,2025-08-17,CUS-00534,prd-0151,1.25,CARTON,171360,214200.0
ORD-2025-030067,2025-08-17,CUS-00772,prd-0153,16,EACH,24220,387520
ORD-2025-030068,2025-08-17,CUS-01922,prd-0153,0.33,CARTON,1162560,383644.80000000005
ORD-2025-030074,2025-08-18,CUS-01423,prd-0008,2,EACH,16360,32720
ORD-2025-030075,2025-08-18,CUS-01080,prd-0012,10,EACH,18410,184100
ORD-2025-030083,2025-08-18,CUS-00842,prd-0031,0.12,CARTON,879840,105580.79999999999
ORD-2025-030089,2025-08-18,CUS-00432,prd-0057,1.2,CARTON,180400,216480.0
ORD-2025-030091,2025-08-18,CUS-00709,prd-0061,0.04,CARTON,816000,32640.000000000004
ORD-2025-030094,2025-08-18,CUS-01000,prd-0062,0.12,CARTON,894500,107339.99999999999
ORD-2025-030102,2025-08-18,CUS-01292,prd-0079,0.9,CARTON,468700,421830.0
ORD-2025-030112,2025-08-18,CUS-00443,prd-0091,0.5,CARTON,324120,162060.0
ORD-2025-030126,2025-08-18,CUS-00687,prd-0117,5,EACH,17520,87600
ORD-2025-030133,2025-08-18,CUS-01656,prd-0125,0.23,CARTON,461400,106122.0
ORD-2025-030134,2025-08-18,CUS-01144,prd-0125,4,EACH,15380,61520
ORD-2025-030142,2025-08-18,CUS-00880,prd-0147,7,EACH,32330,226310
ORD-2025-030143,2025-08-18,CUS-01861,prd-0150,6.0,CARTON,191400,1148400.0
ORD-2025-030155,2025-08-18,CUS-00584,prd-0165,0.12,CARTON,1122240,134668.8
ORD-2025-030156,2025-08-18,CUS-00696,prd-0166,0.02,CARTON,1231200,24624.0
ORD-2025-030172,2025-08-19,CUS-02269,prd-0033,0.46,CARTON,264960,121881.6
ORD-2025-030176,2025-08-19,CUS-00540,prd-0039,0.54,CARTON,354480,191419.2
ORD-2025-030189,2025-08-19,CUS-02414,prd-0084,24,EACH,27760,666240
ORD-2025-030190,2025-08-19,CUS-01046,prd-0086,0.17,CARTON,338160,57487.200000000004
ORD-2025-030205,2025-08-19,CUS-00712,prd-0100,0.38,CARTON,498720,189513.6
ORD-2025-030249,2025-08-20,CUS-01925,prd-0050,0.54,CARTON,130080,70243.20000000001
ORD-2025-030256,2025-08-20,CUS-00774,prd-0072,1.0,CARTON,426000,426000.0
ORD-2025-030269,2025-08-20,CUS-01333,prd-0090,0.67,CARTON,452280,303027.60000000003
ORD-2025-030270,2025-08-20,CUS-01545,prd-0090,1.08,CARTON,452280,488462.4
ORD-2025-030277,2025-08-20,CUS-00569,prd-0100,0.33,CARTON,498720,164577.6
ORD-2025-030278,2025-08-20,CUS-01593,prd-0100,8,EACH,20780,166240
ORD-2025-030284,2025-08-20,CUS-01432,prd-0113,0.18,CARTON,625200,112536.0
ORD-2025-030285,2025-08-20,CUS-02477,prd-0120,0.42,CARTON,353760,148579.2
ORD-2025-030292,2025-08-20,CUS-00825,prd-0128,1.0,CARTON,123540,123540.0
ORD-2025-030297,2025-08-20,CUS-01424,prd-0142,0.58,CARTON,624360,362128.8
ORD-2025-030305,2025-08-20,CUS-00366,prd-0151,0.75,CARTON,171360,128520.0
ORD-2025-030315,2025-08-20,CUS-02230,prd-0161,0.06,CARTON,1566720,94003.2
ORD-2025-030316,2025-08-20,CUS-01418,prd-0163,20,EACH,27790,555800
ORD-2025-030320,2025-08-20,CUS-01593,prd-0169,4,EACH,15310,61240
ORD-2025-030322,2025-08-21,CUS-00138,prd-0007,0.25,CARTON,204840,51210.0
ORD-2025-030358,2025-08-21,CUS-01286,prd-0125,0.2,CARTON,461400,92280.0
ORD-2025-030368,2025-08-21,CUS-00800,prd-0151,3.25,CARTON,171360,556920.0
ORD-2025-030382,2025-08-22,CUS-02059,prd-0007,0.75,CARTON,204840,153630.0
ORD-2025-030383,2025-08-22,CUS-00168,prd-0007,4,EACH,17070,68280
ORD-2025-030395,2025-08-22,CUS-00462,prd-0023,0.25,CARTON,203280,50820.0
ORD-2025-030407,2025-08-22,CUS-00384,prd-0063,0.18,CARTON,753500,135630.0
ORD-2025-030417,2025-08-22,CUS-00539,prd-0085,0.33,CARTON,781920,258033.59999999998
ORD-2025-030434,2025-08-22,CUS-00561,prd-0100,3,EACH,20780,62340
ORD-2025-030435,2025-08-22,CUS-02129,prd-0100,0.04,CARTON,498720,19948.800000000003
ORD-2025-030485,2025-08-23,CUS-00555,prd-0047,5,EACH,19060,95300
ORD-2025-030495,2025-08-23,CUS-01445,prd-0062,0.2,CARTON,894500,178900.0
ORD-2025-030506,2025-08-23,CUS-00354,prd-0086,0.25,CARTON,338160,84540.0
ORD-2025-030509,2025-08-23,CUS-02003,prd-0090,0.42,CARTON,452280,189957.59999999998
ORD-2025-030510,2025-08-23,CUS-02353,prd-0090,0.17,CARTON,452280,76887.6
ORD-2025-030530,2025-08-23,CUS-02199,prd-0138,3,EACH,27020,81060
ORD-2025-030531,2025-08-23,CUS-01327,prd-0139,0.1,CARTON,1601280,160128.0
ORD-2025-030532,2025-08-23,CUS-01470,prd-0146,0.88,CARTON,835680,735398.3999999999
ORD-2025-030537,2025-08-23,CUS-00960,prd-0151,0.25,CARTON,171360,42840.0
ORD-2025-030551,2025-08-24,CUS-00452,prd-0057,18,EACH,18040,324720
ORD-2025-030557,2025-08-24,CUS-00655,prd-0090,0.75,CARTON,452280,339210.0
ORD-2025-030572,2025-08-25,CUS-02283,prd-0026,3,EACH,4150,12450
ORD-2025-030576,2025-08-25,CUS-00843,prd-0050,0.21,CARTON,130080,27316.800000000003
ORD-2025-030592,2025-08-25,CUS-02476,prd-0086,0.92,CARTON,338160,311107.2
ORD-2025-030596,2025-08-25,CUS-00269,prd-0090,8,EACH,37690,301520
ORD-2025-030597,2025-08-25,CUS-00700,prd-0090,8,EACH,37690,301520
ORD-2025-030620,2025-08-25,CUS-02008,prd-0128,0.33,CARTON,123540,40768.200000000004
ORD-2025-030629,2025-08-25,CUS-02240,prd-0151,1.5,CARTON,171360,257040.0
ORD-2025-030630,2025-08-25,CUS-00826,prd-0151,1.75,CARTON,171360,299880.0
ORD-2025-030631,2025-08-25,CUS-01561,prd-0151,2.5,CARTON,171360,428400.0
ORD-2025-030638,2025-08-25,CUS-01176,prd-0160,2,EACH,32940,65880
ORD-2025-030644,2025-08-25,CUS-00697,prd-0167,11,EACH,14020,154220
ORD-2025-030648,2025-08-26,CUS-00120,prd-0004,1.42,CARTON,53880,76509.59999999999
ORD-2025-030649,2025-08-26,CUS-01535,prd-0004,0.58,CARTON,53880,31250.399999999998
ORD-2025-030651,2025-08-26,CUS-02362,prd-0014,0.92,CARTON,165480,152241.6
ORD-2025-030653,2025-08-26,CUS-00166,prd-0018,0.67,CARTON,750840,503062.80000000005
ORD-2025-030654,2025-08-26,CUS-02470,prd-0018,1.08,CARTON,750840,810907.2000000001
ORD-2025-030682,2025-08-26,CUS-02076,prd-0086,8,EACH,28180,225440
ORD-2025-030683,2025-08-26,CUS-00197,prd-0086,0.08,CARTON,338160,27052.800000000003
ORD-2025-030688,2025-08-26,CUS-01937,prd-0090,0.42,CARTON,452280,189957.59999999998
ORD-2025-030689,2025-08-26,CUS-01493,prd-0090,0.67,CARTON,452280,303027.60000000003
ORD-2025-030693,2025-08-26,CUS-00559,prd-0094,1.17,CARTON,268320,313934.39999999997
ORD-2025-030695,2025-08-26,CUS-01289,prd-0098,0.33,CARTON,183840,60667.200000000004
ORD-2025-030696,2025-08-26,CUS-02438,prd-0098,2.17,CARTON,183840,398932.80000000005
ORD-2025-030697,2025-08-26,CUS-00158,prd-0100,0.29,CARTON,498720,144628.8
ORD-2025-030702,2025-08-26,CUS-00168,prd-0108,0.79,CARTON,738000,583020.0
ORD-2025-030708,2025-08-26,CUS-02440,prd-0125,0.2,CARTON,461400,92280.0
ORD-2025-030709,2025-08-26,CUS-00421,prd-0126,0.42,CARTON,351240,147520.8
ORD-2025-030710,2025-08-26,CUS-01291,prd-0127,0.5,CARTON,201120,100560.0
ORD-2025-030717,2025-08-26,CUS-01310,prd-0151,0.75,CARTON,171360,128520.0
ORD-2025-030718,2025-08-26,CUS-00552,prd-0151,0.75,CARTON,171360,128520.0
ORD-2025-030725,2025-08-26,CUS-02078,prd-0160,0.29,CARTON,1581120,458524.79999999993
ORD-2025-030737,2025-08-27,CUS-00955,prd-0012,5,EACH,18410,92050
ORD-2025-030739,2025-08-27,CUS-01311,prd-0016,6,EACH,42680,256080
ORD-2025-030745,2025-08-27,CUS-01464,prd-0040,8,EACH,14100,112800
ORD-2025-030748,2025-08-27,CUS-00150,prd-0051,0.5,CARTON,172280,86140.0
ORD-2025-030754,2025-08-27,CUS-00384,prd-0065,2.0,CARTON,408000,816000.0
ORD-2025-030758,2025-08-27,CUS-00537,prd-0074,23,EACH,38390,882970
ORD-2025-030761,2025-08-27,CUS-00920,prd-0077,0.67,CARTON,186720,125102.40000000001
ORD-2025-030778,2025-08-27,CUS-02153,prd-0090,0.42,CARTON,452280,189957.59999999998
ORD-2025-030785,2025-08-27,CUS-01594,prd-0100,5,EACH,20780,103900
ORD-2025-030788,2025-08-27,CUS-01153,prd-0118,0.17,CARTON,277320,47144.4
ORD-2025-030792,2025-08-27,CUS-01446,prd-0121,10,EACH,26430,264300
ORD-2025-030797,2025-08-27,CUS-01308,prd-0128,0.83,CARTON,123540,102538.20000000001
ORD-2025-030800,2025-08-27,CUS-00581,prd-0145,0.75,CARTON,763200,572400.0
ORD-2025-030805,2025-08-27,CUS-01406,prd-0151,3.0,CARTON,171360,514080.0
ORD-2025-030814,2025-08-27,CUS-02064,prd-0166,13,EACH,25650,333450
ORD-2025-030815,2025-08-27,CUS-02111,prd-0167,4,EACH,14020,56080
ORD-2025-030818,2025-08-28,CUS-01623,prd-0004,1,EACH,4490,4490
ORD-2025-030845,2025-08-28,CUS-02060,prd-0077,1.0,CARTON,186720,186720.0
ORD-2025-030847,2025-08-28,CUS-01539,prd-0086,10,EACH,28180,281800
ORD-2025-030848,2025-08-28,CUS-00736,prd-0086,0.67,CARTON,338160,226567.2
ORD-2025-030857,2025-08-28,CUS-01928,prd-0098,0.42,CARTON,183840,77212.79999999999
ORD-2025-030865,2025-08-28,CUS-01640,prd-0113,0.12,CARTON,625200,75023.99999999999
ORD-2025-030876,2025-08-28,CUS-01065,prd-0142,0.58,CARTON,624360,362128.8
ORD-2025-030882,2025-08-28,CUS-01867,prd-0151,1.25,CARTON,171360,214200.0
ORD-2025-030883,2025-08-28,CUS-02313,prd-0151,1.75,CARTON,171360,299880.0
ORD-2025-030895,2025-08-28,CUS-02153,prd-0165,0.1,CARTON,1122240,112224.0
ORD-2025-030899,2025-08-29,CUS-00580,prd-0005,0.42,CARTON,37320,15674.400000000001
ORD-2025-030919,2025-08-29,CUS-02112,prd-0048,1.6,CARTON,84350,134960.0
ORD-2025-030931,2025-08-29,CUS-02059,prd-0070,9,EACH,19240,173160
ORD-2025-030950,2025-08-29,CUS-01404,prd-0090,0.58,CARTON,452280,262322.39999999997
ORD-2025-030951,2025-08-29,CUS-02255,prd-0090,0.67,CARTON,452280,303027.60000000003
ORD-2025-030958,2025-08-29,CUS-01998,prd-0093,1.25,CARTON,276960,346200.0
ORD-2025-030962,2025-08-29,CUS-01448,prd-0100,11,EACH,20780,228580
ORD-2025-030986,2025-08-29,CUS-02374,prd-0151,4,EACH,42840,171360
ORD-2025-030989,2025-08-29,CUS-02153,prd-0154,0.25,CARTON,1019280,254820.0
ORD-2025-030990,2025-08-29,CUS-01855,prd-0156,0.08,CARTON,702840,56227.200000000004
ORD-2025-030996,2025-08-29,CUS-01323,prd-0161,0.08,CARTON,1566720,125337.6
ORD-2025-030999,2025-08-29,CUS-01086,prd-0166,0.04,CARTON,1231200,49248.0
ORD-2025-031001,2025-08-30,CUS-01839,prd-0004,1.67,CARTON,53880,89979.59999999999
ORD-2025-031004,2025-08-30,CUS-01913,prd-0005,0.67,CARTON,37320,25004.4
ORD-2025-031017,2025-08-30,CUS-01593,prd-0068,34,EACH,16320,554880
ORD-2025-031028,2025-08-30,CUS-01421,prd-0090,0.75,CARTON,452280,339210.0
ORD-2025-031037,2025-08-30,CUS-02319,prd-0098,0.33,CARTON,183840,60667.200000000004
ORD-2025-031039,2025-08-30,CUS-02209,prd-0108,0.71,CARTON,738000,523980.0
ORD-2025-031042,2025-08-30,CUS-00529,prd-0118,0.17,CARTON,277320,47144.4
ORD-2025-031052,2025-08-30,CUS-00694,prd-0153,0.15,CARTON,1162560,174384.0
ORD-2025-031054,2025-08-30,CUS-00656,prd-0160,0.06,CARTON,1581120,94867.2
ORD-2025-031087,2025-09-01,CUS-01013,prd-0011,1,EACH,17170,17170
ORD-2025-031091,2025-09-01,CUS-01593,prd-0039,10,EACH,14770,147700
ORD-2025-031095,2025-09-01,CUS-01494,prd-0055,4,EACH,16990,67960
ORD-2025-031098,2025-09-01,CUS-02500,prd-0057,11,EACH,18040,198440
ORD-2025-031109,2025-09-01,CUS-01576,prd-0077,1.67,CARTON,186720,311822.39999999997
ORD-2025-031120,2025-09-01,CUS-01141,prd-0090,24,EACH,37690,904560
ORD-2025-031123,2025-09-01,CUS-00191,prd-0095,0.25,CARTON,243480,60870.0
ORD-2025-031129,2025-09-01,CUS-02168,prd-0108,25,EACH,30750,768750
ORD-2025-031131,2025-09-01,CUS-01985,prd-0113,0.05,CARTON,625200,31260.0
ORD-2025-031151,2025-09-01,CUS-01180,prd-0151,6,EACH,42840,257040
ORD-2025-031152,2025-09-01,CUS-01711,prd-0151,0.75,CARTON,171360,128520.0
ORD-2025-031162,2025-09-02,CUS-01233,prd-0011,0.04,CARTON,412080,16483.2
ORD-2025-031163,2025-09-02,CUS-00195,prd-0016,0.67,CARTON,512160,343147.2
ORD-2025-031168,2025-09-02,CUS-01737,prd-0031,6,EACH,36660,219960
ORD-2025-031170,2025-09-02,CUS-01666,prd-0039,0.71,CARTON,354480,251680.8
ORD-2025-031179,2025-09-02,CUS-01673,prd-0055,0.12,CARTON,679600,81552.0
ORD-2025-031180,2025-09-02,CUS-00941,prd-0057,0.8,CARTON,180400,144320.0
ORD-2025-031185,2025-09-02,CUS-01823,prd-0064,4.5,CARTON,145400,654300.0
ORD-2025-031186,2025-09-02,CUS-01556,prd-0064,5,EACH,36350,181750
ORD-2025-031193,2025-09-02,CUS-01848,prd-0070,0.3,CARTON,192400,57720.0
ORD-2025-031212,2025-09-02,CUS-01752,prd-0090,0.25,CARTON,452280,113070.0
ORD-2025-031213,2025-09-02,CUS-00616,prd-0090,7,EACH,37690,263830
ORD-2025-031220,2025-09-02,CUS-02196,prd-0106,0.5,CARTON,502680,251340.0
ORD-2025-031221,2025-09-02,CUS-01614,prd-0111,5,EACH,12240,61200
ORD-2025-031222,2025-09-02,CUS-01308,prd-0125,0.1,CARTON,461400,46140.0
ORD-2025-031229,2025-09-02,CUS-00730,prd-0137,0.08,CARTON,1327200,106176.0
ORD-2025-031237,2025-09-02,CUS-00423,prd-0153,14,EACH,24220,339080
ORD-2025-031244,2025-09-03,CUS-01658,prd-0018,1.17,CARTON,750840,878482.7999999999
ORD-2025-031261,2025-09-03,CUS-01371,prd-0076,0.5,CARTON,336600,168300.0
ORD-2025-031295,2025-09-03,CUS-01438,prd-0127,0.42,CARTON,201120,84470.4
ORD-2025-031297,2025-09-03,CUS-01931,prd-0135,0.08,CARTON,1579200,126336.0
ORD-2025-031299,2025-09-03,CUS-02361,prd-0142,0.5,CARTON,624360,312180.0
ORD-2025-031306,2025-09-03,CUS-00500,prd-0151,2.5,CARTON,171360,428400.0
ORD-2025-031307,2025-09-03,CUS-01569,prd-0151,1.75,CARTON,171360,299880.0
ORD-2025-031308,2025-09-03,CUS-02224,prd-0151,0.5,CARTON,171360,85680.0
ORD-2025-031309,2025-09-03,CUS-00709,prd-0151,9,EACH,42840,385560
ORD-2025-031322,2025-09-03,CUS-01975,prd-0166,0.06,CARTON,1231200,73872.0
ORD-2025-031327,2025-09-04,CUS-01379,prd-0010,0.75,CARTON,192600,144450.0
ORD-2025-031328,2025-09-04,CUS-00461,prd-0016,6,EACH,42680,256080
ORD-2025-031333,2025-09-04,CUS-00358,prd-0028,0.42,CARTON,58920,24746.399999999998
ORD-2025-031343,2025-09-04,CUS-01985,prd-0052,2,EACH,43630,87260
ORD-2025-031360,2025-09-04,CUS-02395,prd-0083,0.25,CARTON,568560,142140.0
ORD-2025-031377,2025-09-04,CUS-00899,prd-0100,0.38,CARTON,498720,189513.6
ORD-2025-031378,2025-09-04,CUS-00497,prd-0100,1,EACH,20780,20780
ORD-2025-031382,2025-09-04,CUS-01414,prd-0120,0.12,CARTON,353760,42451.2
ORD-2025-031384,2025-09-04,CUS-01869,prd-0122,3,EACH,19140,57420
ORD-2025-031387,2025-09-04,CUS-02150,prd-0125,20,EACH,15380,307600
ORD-2025-031394,2025-09-04,CUS-01745,prd-0143,3,EACH,48640,145920
ORD-2025-031395,2025-09-04,CUS-00935,prd-0148,0.21,CARTON,654480,137440.8
ORD-2025-031400,2025-09-04,CUS-01751,prd-0151,12,EACH,42840,514080
ORD-2025-031412,2025-09-05,CUS-02129,prd-0035,0.83,CARTON,163920,136053.59999999998
ORD-2025-031415,2025-09-05,CUS-01116,prd-0039,0.25,CARTON,354480,88620.0
ORD-2025-031420,2025-09-05,CUS-00518,prd-0054,7,EACH,17260,120820
ORD-2025-031421,2025-09-05,CUS-01411,prd-0057,0.3,CARTON,180400,54120.0
ORD-2025-031425,2025-09-05,CUS-00601,prd-0061,7,EACH,16320,114240
ORD-2025-031431,2025-09-05,CUS-01435,prd-0077,0.67,CARTON,186720,125102.40000000001
ORD-2025-031432,2025-09-05,CUS-00862,prd-0077,0.33,CARTON,186720,61617.600000000006
ORD-2025-031448,2025-09-05,CUS-00400,prd-0098,0.25,CARTON,183840,45960.0
ORD-2025-031457,2025-09-05,CUS-01503,prd-0115,4,EACH,21210,84840
ORD-2025-031491,2025-09-06,CUS-01563,prd-0055,0.15,CARTON,679600,101940.0
ORD-2025-031492,2025-09-06,CUS-00655,prd-0057,8,EACH,18040,144320
ORD-2025-031500,2025-09-06,CUS-01889,prd-0087,17,EACH,24070,409190
ORD-2025-031512,2025-09-06,CUS-01306,prd-0109,3.08,CARTON,368400,1134672.0
ORD-2025-031515,2025-09-06,CUS-00862,prd-0122,11,EACH,19140,210540
ORD-2025-031542,2025-09-07,CUS-00179,prd-0072,9,EACH,42600,383400
ORD-2025-031543,2025-09-07,CUS-02452,prd-0074,9,EACH,38390,345510
ORD-2025-031556,2025-09-07,CUS-02112,prd-0151,3,EACH,42840,128520
ORD-2025-031559,2025-09-08,CUS-00273,prd-0004,4,EACH,4490,17960
ORD-2025-031562,2025-09-08,CUS-00287,prd-0007,0.75,CARTON,204840,153630.0
ORD-2025-031570,2025-09-08,CUS-01298,prd-0035,0.83,CARTON,163920,136053.59999999998
ORD-2025-031612,2025-09-08,CUS-02453,prd-0108,0.62,CARTON,738000,457560.0
ORD-2025-031620,2025-09-08,CUS-00083,prd-0131,6,EACH,31140,186840
ORD-2025-031633,2025-09-08,CUS-00655,prd-0151,1.75,CARTON,171360,299880.0
ORD-2025-031647,2025-09-09,CUS-00645,prd-0011,0.21,CARTON,412080,86536.79999999999
ORD-2025-031660,2025-09-09,CUS-00584,prd-0051,2.75,CARTON,172280,473770.0
ORD-2025-031679,2025-09-09,CUS-00928,prd-0090,0.17,CARTON,452280,76887.6
ORD-2025-031680,2025-09-09,CUS-00179,prd-0090,0.42,CARTON,452280,189957.59999999998
ORD-2025-031688,2025-09-09,CUS-00111,prd-0098,0.33,CARTON,183840,60667.200000000004
ORD-2025-031696,2025-09-09,CUS-01682,prd-0121,4.33,CARTON,158580,686651.4
ORD-2025-031699,2025-09-09,CUS-02305,prd-0125,0.1,CARTON,461400,46140.0
ORD-2025-031702,2025-09-09,CUS-00409,prd-0129,0.5,CARTON,213720,106860.0
ORD-2025-031712,2025-09-09,CUS-01144,prd-0151,4.5,CARTON,171360,771120.0
ORD-2025-031718,2025-09-09,CUS-01520,prd-0161,0.21,CARTON,1566720,329011.19999999995
ORD-2025-031722,2025-09-09,CUS-01939,prd-0166,0.58,CARTON,1231200,714095.9999999999
ORD-2025-031729,2025-09-10,CUS-01641,prd-0012,8,EACH,18410,147280
ORD-2025-031736,2025-09-10,CUS-02018,prd-0051,3.5,CARTON,172280,602980.0
