TxnID,TxnDate,TxnType,WarehouseID,ProductID,QtyChange,Reference,EmployeeID
TXN-002574,2025-05-31,ADJUSTMENT,WH-IBD,PRD-0134,-1,SHRINKAGE,EMP-037
TXN-002575,2025-05-31,ADJUSTMENT,WH-ABJ,PRD-0055,-2,DAMAGE,EMP-028
TXN-002576,2025-05-31,ADJUSTMENT,WH-ABJ,PRD-0011,-1,DAMAGE,EMP-038
TXN-002577,2025-05-31,ADJUSTMENT,WH-ABJ,PRD-0135,-1,SHRINKAGE,EMP-013
TXN-002578,2025-05-31,ADJUSTMENT,WH-ABJ,PRD-0002,-1,SHRINKAGE,EMP-018
TXN-002579,2025-05-31,ADJUSTMENT,WH-PHC,PRD-0127,-2,DAMAGE,EMP-004
TXN-002580,2025-05-31,ADJUSTMENT,WH-PHC,PRD-0050,-2,SHRINKAGE,EMP-004
TXN-002581,2025-05-31,ADJUSTMENT,WH-PHC,PRD-0132,-2,DAMAGE,EMP-014
TXN-002582,2025-05-31,ADJUSTMENT,WH-PHC,PRD-0080,-2,DAMAGE,EMP-039
TXN-002583,2025-05-31,ADJUSTMENT,WH-PHC,PRD-0042,-1,EXPIRY,EMP-019
TXN-002584,2025-05-31,ADJUSTMENT,WH-PHC,PRD-0016,-2,SHRINKAGE,EMP-009
TXN-002585,2025-06-01,RECEIPT,WH-PHC,PRD-0027,25,PO-2025-01977,EMP-004
TXN-002586,2025-06-01,RECEIPT,WH-IBD,PRD-0053,12,PO-2025-02093,EMP-027
TXN-002587,2025-06-01,RECEIPT,WH-ABJ,PRD-0068,163,PO-2025-02098,EMP-033
TXN-002588,2025-06-01,RECEIPT,WH-IBD,PRD-0156,159,PO-2025-02127,EMP-022
TXN-002589,2025-06-01,RECEIPT,WH-PHC,PRD-0164,65,PO-2025-02129,EMP-024
TXN-002590,2025-06-02,RECEIPT,WH-LAG1,PRD-0044,15,PO-2025-01983,EMP-020
TXN-002591,2025-06-02,RECEIPT,WH-PHC,PRD-0102,76,PO-2025-02038,EMP-009
TXN-002592,2025-06-02,RECEIPT,WH-PHC,PRD-0033,72,PO-2025-02063,EMP-004
TXN-002593,2025-06-02,RECEIPT,WH-IBD,PRD-0144,52,PO-2025-02077,EMP-002
TXN-002594,2025-06-02,RECEIPT,WH-LAG1,PRD-0159,68,PO-2025-02080,EMP-005
TXN-002595,2025-06-02,RECEIPT,WH-PHC,PRD-0012,47,PO-2025-02085,EMP-014
TXN-002596,2025-06-02,RECEIPT,WH-ABJ,PRD-0018,133,PO-2025-02087,EMP-023
TXN-002597,2025-06-02,RECEIPT,WH-PHC,PRD-0069,19,PO-2025-02099,EMP-029
TXN-002598,2025-06-02,RECEIPT,WH-LAG1,PRD-0105,52,PO-2025-02111,EMP-030
TXN-002599,2025-06-02,RECEIPT,WH-LAG2,PRD-0116,63,PO-2025-02115,EMP-031
TXN-002600,2025-06-02,RECEIPT,WH-LAG1,PRD-0134,59,PO-2025-02121,EMP-020
TXN-002601,2025-06-02,RECEIPT,WH-ABJ,PRD-0137,95,PO-2025-02122,EMP-018
TXN-002602,2025-06-02,RECEIPT,WH-IBD,PRD-0168,27,PO-2025-02132,EMP-007
TXN-002603,2025-06-02,TRANSFER_OUT,WH-LAG2,PRD-0086,-82,TRF-00098,EMP-001
TXN-002604,2025-06-02,TRANSFER_IN,WH-LAG1,PRD-0086,82,TRF-00098,EMP-010
TXN-002605,2025-06-03,RECEIPT,WH-ABJ,PRD-0091,100,PO-2025-02036,EMP-038
TXN-002606,2025-06-03,RECEIPT,WH-LAG2,PRD-0131,94,PO-2025-02120,EMP-021
TXN-002607,2025-06-04,RECEIPT,WH-IBD,PRD-0005,54,PO-2025-02015,EMP-027
TXN-002608,2025-06-04,RECEIPT,WH-PHC,PRD-0165,142,PO-2025-02130,EMP-039
TXN-002609,2025-06-05,RECEIPT,WH-PHC,PRD-0093,124,PO-2025-02104,EMP-004
TXN-002610,2025-06-05,RECEIPT,WH-LAG2,PRD-0096,18,PO-2025-02105,EMP-016
TXN-002611,2025-06-05,RECEIPT,WH-ABJ,PRD-0101,33,PO-2025-02108,EMP-028
TXN-002612,2025-06-05,RECEIPT,WH-LAG1,PRD-0109,144,PO-2025-02113,EMP-040
TXN-002613,2025-06-05,RECEIPT,WH-ABJ,PRD-0168,38,PO-2025-02133,EMP-038
TXN-002614,2025-06-05,RECEIPT,WH-IBD,PRD-0063,76,PO-2025-02150,EMP-022
TXN-002615,2025-06-05,RECEIPT,WH-PHC,PRD-0063,71,PO-2025-02151,EMP-004
TXN-002616,2025-06-05,RECEIPT,WH-IBD,PRD-0083,124,PO-2025-02160,EMP-007
TXN-002617,2025-06-05,RECEIPT,WH-IBD,PRD-0155,52,PO-2025-02177,EMP-037
TXN-002618,2025-06-06,RECEIPT,WH-LAG2,PRD-0065,80,PO-2025-02069,EMP-036
TXN-002619,2025-06-06,RECEIPT,WH-LAG2,PRD-0080,68,PO-2025-02072,EMP-001
TXN-002620,2025-06-06,RECEIPT,WH-ABJ,PRD-0037,109,PO-2025-02091,EMP-033
TXN-002621,2025-06-06,RECEIPT,WH-ABJ,PRD-0154,61,PO-2025-02126,EMP-013
TXN-002622,2025-06-07,RECEIPT,WH-PHC,PRD-0028,68,PO-2025-02024,EMP-004
TXN-002623,2025-06-07,RECEIPT,WH-ABJ,PRD-0064,144,PO-2025-02068,EMP-033
TXN-002624,2025-06-07,RECEIPT,WH-IBD,PRD-0149,19,PO-2025-02123,EMP-002
TXN-002625,2025-06-07,RECEIPT,WH-LAG1,PRD-0083,242,PO-2025-02159,EMP-020
TXN-002626,2025-06-08,RECEIPT,WH-LAG2,PRD-0005,53,PO-2025-02082,EMP-036
TXN-002627,2025-06-08,RECEIPT,WH-LAG1,PRD-0008,72,PO-2025-02084,EMP-035
TXN-002628,2025-06-08,RECEIPT,WH-PHC,PRD-0017,34,PO-2025-02086,EMP-024
TXN-002629,2025-06-08,RECEIPT,WH-PHC,PRD-0019,85,PO-2025-02088,EMP-024
TXN-002630,2025-06-08,RECEIPT,WH-ABJ,PRD-0074,92,PO-2025-02100,EMP-018
TXN-002631,2025-06-08,RECEIPT,WH-LAG1,PRD-0113,200,PO-2025-02114,EMP-020
TXN-002632,2025-06-08,RECEIPT,WH-PHC,PRD-0166,156,PO-2025-02180,EMP-039
TXN-002633,2025-06-08,TRANSFER_OUT,WH-LAG2,PRD-0070,-14,TRF-00099,EMP-026
TXN-002634,2025-06-08,TRANSFER_IN,WH-LAG1,PRD-0070,14,TRF-00099,EMP-020
TXN-002635,2025-06-09,RECEIPT,WH-PHC,PRD-0168,25,PO-2025-02134,EMP-024
TXN-002636,2025-06-09,RECEIPT,WH-LAG1,PRD-0067,149,PO-2025-02152,EMP-015
TXN-002637,2025-06-09,RECEIPT,WH-LAG1,PRD-0147,95,PO-2025-02172,EMP-035
TXN-002638,2025-06-10,RECEIPT,WH-ABJ,PRD-0085,124,PO-2025-02034,EMP-008
TXN-002639,2025-06-10,RECEIPT,WH-PHC,PRD-0005,52,PO-2025-02056,EMP-004
TXN-002640,2025-06-10,RECEIPT,WH-IBD,PRD-0150,53,PO-2025-02124,EMP-017
TXN-002641,2025-06-10,RECEIPT,WH-LAG1,PRD-0075,42,PO-2025-02156,EMP-020
TXN-002642,2025-06-10,RECEIPT,WH-LAG1,PRD-0146,71,PO-2025-02171,EMP-020
TXN-002643,2025-06-10,RECEIPT,WH-ABJ,PRD-0148,56,PO-2025-02174,EMP-018
TXN-002644,2025-06-10,TRANSFER_OUT,WH-ABJ,PRD-0150,-31,TRF-00100,EMP-023
TXN-002645,2025-06-10,TRANSFER_IN,WH-LAG1,PRD-0150,31,TRF-00100,EMP-030
TXN-002646,2025-06-11,RECEIPT,WH-PHC,PRD-0026,56,PO-2025-02089,EMP-009
TXN-002647,2025-06-11,RECEIPT,WH-LAG1,PRD-0128,109,PO-2025-02119,EMP-025
TXN-002648,2025-06-11,RECEIPT,WH-LAG2,PRD-0168,29,PO-2025-02131,EMP-026
TXN-002649,2025-06-11,RECEIPT,WH-ABJ,PRD-0034,33,PO-2025-02141,EMP-018
TXN-002650,2025-06-11,RECEIPT,WH-LAG2,PRD-0040,59,PO-2025-02143,EMP-031
TXN-002651,2025-06-11,RECEIPT,WH-LAG1,PRD-0103,159,PO-2025-02164,EMP-030
TXN-002652,2025-06-11,RECEIPT,WH-LAG2,PRD-0147,46,PO-2025-02173,EMP-026
TXN-002653,2025-06-11,RECEIPT,WH-ABJ,PRD-0156,210,PO-2025-02178,EMP-008
TXN-002654,2025-06-11,RECEIPT,WH-ABJ,PRD-0169,78,PO-2025-02181,EMP-033
TXN-002655,2025-06-12,RECEIPT,WH-LAG1,PRD-0086,413,PO-2025-02103,EMP-025
TXN-002656,2025-06-12,RECEIPT,WH-PHC,PRD-0045,63,PO-2025-02144,EMP-024
TXN-002657,2025-06-12,RECEIPT,WH-LAG1,PRD-0098,391,PO-2025-02163,EMP-005
TXN-002658,2025-06-12,RECEIPT,WH-LAG1,PRD-0129,25,PO-2025-02169,EMP-025
TXN-002659,2025-06-12,RECEIPT,WH-LAG1,PRD-0018,130,PO-2025-02189,EMP-035
TXN-002660,2025-06-12,RECEIPT,WH-LAG1,PRD-0030,36,PO-2025-02194,EMP-020
TXN-002661,2025-06-12,RECEIPT,WH-PHC,PRD-0039,134,PO-2025-02195,EMP-034
TXN-002662,2025-06-12,RECEIPT,WH-LAG1,PRD-0151,1297,PO-2025-02213,EMP-030
TXN-002663,2025-06-13,RECEIPT,WH-LAG1,PRD-0019,119,PO-2025-02059,EMP-025
TXN-002664,2025-06-13,RECEIPT,WH-LAG2,PRD-0123,82,PO-2025-02117,EMP-006
TXN-002665,2025-06-13,RECEIPT,WH-ABJ,PRD-0163,83,PO-2025-02128,EMP-013
TXN-002666,2025-06-13,RECEIPT,WH-LAG2,PRD-0011,75,PO-2025-02186,EMP-021
TXN-002667,2025-06-13,TRANSFER_OUT,WH-LAG1,PRD-0145,-27,TRF-00101,EMP-030
TXN-002668,2025-06-13,TRANSFER_IN,WH-PHC,PRD-0145,27,TRF-00101,EMP-004
TXN-002669,2025-06-14,RECEIPT,WH-PHC,PRD-0024,24,PO-2025-02060,EMP-029
TXN-002670,2025-06-14,RECEIPT,WH-IBD,PRD-0100,281,PO-2025-02106,EMP-012
TXN-002671,2025-06-14,RECEIPT,WH-LAG1,PRD-0037,179,PO-2025-02142,EMP-015
TXN-002672,2025-06-14,RECEIPT,WH-IBD,PRD-0122,102,PO-2025-02166,EMP-037
TXN-002673,2025-06-14,RECEIPT,WH-LAG1,PRD-0051,186,PO-2025-02197,EMP-005
TXN-002674,2025-06-15,RECEIPT,WH-LAG1,PRD-0121,293,PO-2025-02116,EMP-015
TXN-002675,2025-06-15,RECEIPT,WH-IBD,PRD-0027,21,PO-2025-02140,EMP-037
TXN-002676,2025-06-15,RECEIPT,WH-LAG1,PRD-0161,510,PO-2025-02179,EMP-035
TXN-002677,2025-06-15,RECEIPT,WH-LAG2,PRD-0004,171,PO-2025-02183,EMP-001
TXN-002678,2025-06-15,RECEIPT,WH-LAG1,PRD-0094,32,PO-2025-02203,EMP-040
TXN-002679,2025-06-15,RECEIPT,WH-ABJ,PRD-0109,94,PO-2025-02205,EMP-008
TXN-002680,2025-06-15,RECEIPT,WH-LAG1,PRD-0170,103,PO-2025-02216,EMP-010
TXN-002681,2025-06-15,TRANSFER_OUT,WH-PHC,PRD-0043,-16,TRF-00102,EMP-034
TXN-002682,2025-06-15,TRANSFER_IN,WH-LAG2,PRD-0043,16,TRF-00102,EMP-016
TXN-002683,2025-06-16,RECEIPT,WH-ABJ,PRD-0100,446,PO-2025-02107,EMP-023
TXN-002684,2025-06-16,RECEIPT,WH-IBD,PRD-0102,64,PO-2025-02109,EMP-007
TXN-002685,2025-06-16,RECEIPT,WH-ABJ,PRD-0107,31,PO-2025-02112,EMP-013
TXN-002686,2025-06-16,RECEIPT,WH-LAG1,PRD-0055,100,PO-2025-02147,EMP-030
TXN-002687,2025-06-16,RECEIPT,WH-ABJ,PRD-0095,33,PO-2025-02162,EMP-038
TXN-002688,2025-06-16,RECEIPT,WH-PHC,PRD-0122,121,PO-2025-02167,EMP-004
TXN-002689,2025-06-16,RECEIPT,WH-LAG1,PRD-0150,152,PO-2025-02175,EMP-040
TXN-002690,2025-06-16,RECEIPT,WH-LAG2,PRD-0150,61,PO-2025-02176,EMP-031
TXN-002691,2025-06-16,RECEIPT,WH-PHC,PRD-0011,108,PO-2025-02187,EMP-034
TXN-002692,2025-06-16,RECEIPT,WH-IBD,PRD-0018,98,PO-2025-02190,EMP-032
TXN-002693,2025-06-16,RECEIPT,WH-LAG2,PRD-0029,36,PO-2025-02193,EMP-016
TXN-002694,2025-06-16,RECEIPT,WH-LAG1,PRD-0079,95,PO-2025-02199,EMP-035
TXN-002695,2025-06-16,RECEIPT,WH-ABJ,PRD-0162,52,PO-2025-02214,EMP-003
TXN-002696,2025-06-17,RECEIPT,WH-ABJ,PRD-0046,71,PO-2025-02065,EMP-023
TXN-002697,2025-06-17,RECEIPT,WH-LAG1,PRD-0123,131,PO-2025-02168,EMP-040
TXN-002698,2025-06-17,RECEIPT,WH-ABJ,PRD-0007,103,PO-2025-02185,EMP-013
TXN-002699,2025-06-17,RECEIPT,WH-LAG1,PRD-0022,42,PO-2025-02191,EMP-005
TXN-002700,2025-06-17,RECEIPT,WH-IBD,PRD-0131,90,PO-2025-02209,EMP-012
TXN-002701,2025-06-17,RECEIPT,WH-IBD,PRD-0164,51,PO-2025-02215,EMP-037
TXN-002702,2025-06-18,RECEIPT,WH-ABJ,PRD-0056,50,PO-2025-02067,EMP-038
TXN-002703,2025-06-18,RECEIPT,WH-LAG1,PRD-0001,70,PO-2025-02081,EMP-005
TXN-002704,2025-06-18,RECEIPT,WH-LAG2,PRD-0055,57,PO-2025-02148,EMP-001
TXN-002705,2025-06-18,RECEIPT,WH-LAG1,PRD-0133,53,PO-2025-02170,EMP-010
TXN-002706,2025-06-19,RECEIPT,WH-PHC,PRD-0057,170,PO-2025-02094,EMP-009
TXN-002707,2025-06-19,RECEIPT,WH-PHC,PRD-0134,46,PO-2025-02210,EMP-039
TXN-002708,2025-06-19,RECEIPT,WH-IBD,PRD-0067,57,PO-2025-02234,EMP-012
TXN-002709,2025-06-20,RECEIPT,WH-LAG1,PRD-0076,199,PO-2025-02157,EMP-040
TXN-002710,2025-06-20,RECEIPT,WH-IBD,PRD-0091,65,PO-2025-02161,EMP-007
TXN-002711,2025-06-20,RECEIPT,WH-LAG1,PRD-0130,58,PO-2025-02208,EMP-015
TXN-002712,2025-06-20,RECEIPT,WH-IBD,PRD-0051,112,PO-2025-02228,EMP-012
TXN-002713,2025-06-21,RECEIPT,WH-LAG1,PRD-0028,121,PO-2025-02090,EMP-015
TXN-002714,2025-06-21,RECEIPT,WH-IBD,PRD-0080,84,PO-2025-02158,EMP-032
TXN-002715,2025-06-21,RECEIPT,WH-LAG1,PRD-0144,101,PO-2025-02211,EMP-040
TXN-002716,2025-06-21,RECEIPT,WH-PHC,PRD-0150,52,PO-2025-02212,EMP-009
TXN-002717,2025-06-21,RECEIPT,WH-IBD,PRD-0004,176,PO-2025-02217,EMP-007
TXN-002718,2025-06-21,RECEIPT,WH-LAG1,PRD-0059,85,PO-2025-02233,EMP-005
TXN-002719,2025-06-21,RECEIPT,WH-LAG2,PRD-0166,146,PO-2025-02253,EMP-021
TXN-002720,2025-06-21,TRANSFER_OUT,WH-LAG1,PRD-0053,-13,TRF-00103,EMP-025
TXN-002721,2025-06-21,TRANSFER_IN,WH-IBD,PRD-0053,13,TRF-00103,EMP-027
TXN-002722,2025-06-22,RECEIPT,WH-PHC,PRD-0047,72,PO-2025-02145,EMP-019
TXN-002723,2025-06-22,RECEIPT,WH-LAG1,PRD-0050,88,PO-2025-02146,EMP-040
TXN-002724,2025-06-22,RECEIPT,WH-LAG1,PRD-0070,83,PO-2025-02153,EMP-005
TXN-002725,2025-06-22,RECEIPT,WH-LAG2,PRD-0072,44,PO-2025-02155,EMP-011
TXN-002726,2025-06-22,RECEIPT,WH-PHC,PRD-0108,218,PO-2025-02204,EMP-004
TXN-002727,2025-06-22,RECEIPT,WH-IBD,PRD-0068,75,PO-2025-02236,EMP-002
TXN-002728,2025-06-22,RECEIPT,WH-PHC,PRD-0147,45,PO-2025-02251,EMP-029
TXN-002729,2025-06-23,RECEIPT,WH-LAG2,PRD-0025,57,PO-2025-02139,EMP-036
TXN-002730,2025-06-23,RECEIPT,WH-LAG2,PRD-0041,45,PO-2025-02196,EMP-026
TXN-002731,2025-06-23,RECEIPT,WH-ABJ,PRD-0049,47,PO-2025-02227,EMP-008
TXN-002732,2025-06-23,RECEIPT,WH-PHC,PRD-0051,119,PO-2025-02229,EMP-009
TXN-002733,2025-06-23,RECEIPT,WH-ABJ,PRD-0058,66,PO-2025-02232,EMP-038
TXN-002734,2025-06-23,RECEIPT,WH-LAG2,PRD-0068,84,PO-2025-02235,EMP-001
TXN-002735,2025-06-24,RECEIPT,WH-ABJ,PRD-0078,123,PO-2025-02101,EMP-028
TXN-002736,2025-06-24,RECEIPT,WH-PHC,PRD-0023,63,PO-2025-02138,EMP-009
TXN-002737,2025-06-24,RECEIPT,WH-LAG2,PRD-0037,90,PO-2025-02223,EMP-021
TXN-002738,2025-06-24,RECEIPT,WH-LAG1,PRD-0097,49,PO-2025-02242,EMP-020
TXN-002739,2025-06-24,RECEIPT,WH-LAG1,PRD-0131,195,PO-2025-02248,EMP-025
TXN-002740,2025-06-24,RECEIPT,WH-LAG2,PRD-0162,66,PO-2025-02252,EMP-026
TXN-002741,2025-06-24,TRANSFER_OUT,WH-LAG1,PRD-0076,-49,TRF-00104,EMP-010
TXN-002742,2025-06-24,TRANSFER_IN,WH-ABJ,PRD-0076,49,TRF-00104,EMP-033
TXN-002743,2025-06-25,RECEIPT,WH-LAG1,PRD-0023,126,PO-2025-02136,EMP-015
TXN-002744,2025-06-25,RECEIPT,WH-IBD,PRD-0107,27,PO-2025-02165,EMP-007
TXN-002745,2025-06-25,RECEIPT,WH-LAG2,PRD-0061,157,PO-2025-02198,EMP-001
TXN-002746,2025-06-25,RECEIPT,WH-LAG1,PRD-0080,108,PO-2025-02200,EMP-030
TXN-002747,2025-06-25,RECEIPT,WH-ABJ,PRD-0122,106,PO-2025-02246,EMP-033
TXN-002748,2025-06-25,TRANSFER_OUT,WH-LAG1,PRD-0031,-35,TRF-00105,EMP-005
TXN-002749,2025-06-25,TRANSFER_IN,WH-ABJ,PRD-0031,35,TRF-00105,EMP-018
TXN-002750,2025-06-26,RECEIPT,WH-PHC,PRD-0071,18,PO-2025-02154,EMP-034
TXN-002751,2025-06-26,RECEIPT,WH-LAG1,PRD-0007,113,PO-2025-02218,EMP-015
TXN-002752,2025-06-26,RECEIPT,WH-LAG1,PRD-0013,35,PO-2025-02219,EMP-020
TXN-002753,2025-06-26,RECEIPT,WH-ABJ,PRD-0135,193,PO-2025-02249,EMP-013
TXN-002754,2025-06-26,RECEIPT,WH-ABJ,PRD-0146,42,PO-2025-02250,EMP-013
TXN-002755,2025-06-26,RECEIPT,WH-ABJ,PRD-0031,124,PO-2025-02262,EMP-033
TXN-002756,2025-06-26,RECEIPT,WH-IBD,PRD-0045,50,PO-2025-02265,EMP-027
TXN-002757,2025-06-26,RECEIPT,WH-PHC,PRD-0079,68,PO-2025-02273,EMP-009
TXN-002758,2025-06-26,RECEIPT,WH-PHC,PRD-0155,40,PO-2025-02292,EMP-004
TXN-002759,2025-06-27,RECEIPT,WH-ABJ,PRD-0017,49,PO-2025-02188,EMP-023
TXN-002760,2025-06-27,RECEIPT,WH-PHC,PRD-0091,100,PO-2025-02202,EMP-024
TXN-002761,2025-06-27,RECEIPT,WH-ABJ,PRD-0123,92,PO-2025-02207,EMP-008
TXN-002762,2025-06-27,RECEIPT,WH-PHC,PRD-0046,62,PO-2025-02225,EMP-009
TXN-002763,2025-06-27,RECEIPT,WH-IBD,PRD-0095,21,PO-2025-02241,EMP-012
TXN-002764,2025-06-27,RECEIPT,WH-IBD,PRD-0126,37,PO-2025-02247,EMP-037
TXN-002765,2025-06-27,RECEIPT,WH-LAG1,PRD-0039,284,PO-2025-02263,EMP-015
TXN-002766,2025-06-28,RECEIPT,WH-ABJ,PRD-0090,1470,PO-2025-02201,EMP-018
TXN-002767,2025-06-28,RECEIPT,WH-LAG1,PRD-0118,335,PO-2025-02206,EMP-020
TXN-002768,2025-06-28,RECEIPT,WH-IBD,PRD-0026,41,PO-2025-02222,EMP-012
TXN-002769,2025-06-28,RECEIPT,WH-ABJ,PRD-0155,78,PO-2025-02291,EMP-028
TXN-002770,2025-06-28,TRANSFER_OUT,WH-LAG1,PRD-0055,-23,TRF-00106,EMP-025
TXN-002771,2025-06-28,TRANSFER_IN,WH-ABJ,PRD-0055,23,TRF-00106,EMP-008
TXN-002772,2025-06-29,RECEIPT,WH-LAG2,PRD-0056,56,PO-2025-02149,EMP-036
TXN-002773,2025-06-29,RECEIPT,WH-ABJ,PRD-0016,116,PO-2025-02220,EMP-028
TXN-002774,2025-06-29,RECEIPT,WH-PHC,PRD-0097,25,PO-2025-02277,EMP-024
TXN-002775,2025-06-30,RECEIPT,WH-IBD,PRD-0017,48,PO-2025-02135,EMP-027
TXN-002776,2025-06-30,RECEIPT,WH-ABJ,PRD-0023,84,PO-2025-02137,EMP-038
TXN-002777,2025-06-30,RECEIPT,WH-IBD,PRD-0114,17,PO-2025-02244,EMP-012
TXN-002778,2025-06-30,RECEIPT,WH-ABJ,PRD-0117,78,PO-2025-02245,EMP-033
TXN-002779,2025-06-30,RECEIPT,WH-LAG2,PRD-0049,53,PO-2025-02266,EMP-016
TXN-002780,2025-06-30,RECEIPT,WH-LAG2,PRD-0084,119,PO-2025-02274,EMP-011
TXN-002781,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0147,-2,EXPIRY,EMP-035
TXN-002782,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0031,-1,SHRINKAGE,EMP-005
TXN-002783,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0159,-2,SHRINKAGE,EMP-040
TXN-002784,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0145,-2,SHRINKAGE,EMP-005
TXN-002785,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0110,-1,DAMAGE,EMP-015
TXN-002786,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0147,-2,SHRINKAGE,EMP-035
TXN-002787,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0084,-2,EXPIRY,EMP-035
TXN-002788,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0154,-1,DAMAGE,EMP-030
TXN-002789,2025-06-30,ADJUSTMENT,WH-LAG1,PRD-0132,-1,DAMAGE,EMP-030
TXN-002790,2025-06-30,ADJUSTMENT,WH-LAG2,PRD-0108,-2,EXPIRY,EMP-036
TXN-002791,2025-06-30,ADJUSTMENT,WH-LAG2,PRD-0035,-2,DAMAGE,EMP-016
TXN-002792,2025-06-30,ADJUSTMENT,WH-LAG2,PRD-0095,-1,EXPIRY,EMP-036
TXN-002793,2025-06-30,ADJUSTMENT,WH-LAG2,PRD-0170,-2,SHRINKAGE,EMP-016
TXN-002794,2025-06-30,ADJUSTMENT,WH-LAG2,PRD-0130,-2,DAMAGE,EMP-016
TXN-002795,2025-06-30,ADJUSTMENT,WH-LAG2,PRD-0123,-1,DAMAGE,EMP-011
TXN-002796,2025-06-30,ADJUSTMENT,WH-LAG2,PRD-0106,-2,EXPIRY,EMP-031
TXN-002797,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0122,-2,DAMAGE,EMP-017
TXN-002798,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0100,-3,EXPIRY,EMP-027
TXN-002799,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0080,-2,DAMAGE,EMP-032
TXN-002800,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0035,-2,SHRINKAGE,EMP-037
TXN-002801,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0111,-2,SHRINKAGE,EMP-022
TXN-002802,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0084,-2,DAMAGE,EMP-027
TXN-002803,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0024,-2,SHRINKAGE,EMP-012
TXN-002804,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0008,-2,EXPIRY,EMP-022
TXN-002805,2025-06-30,ADJUSTMENT,WH-IBD,PRD-0092,-1,DAMAGE,EMP-037
TXN-002806,2025-06-30,ADJUSTMENT,WH-ABJ,PRD-0030,-2,EXPIRY,EMP-033
TXN-002807,2025-06-30,ADJUSTMENT,WH-ABJ,PRD-0101,-1,DAMAGE,EMP-033
TXN-002808,2025-06-30,ADJUSTMENT,WH-ABJ,PRD-0099,-2,EXPIRY,EMP-023
TXN-002809,2025-06-30,ADJUSTMENT,WH-PHC,PRD-0165,-3,DAMAGE,EMP-004
TXN-002810,2025-06-30,ADJUSTMENT,WH-PHC,PRD-0100,-1,EXPIRY,EMP-034
TXN-002811,2025-06-30,ADJUSTMENT,WH-PHC,PRD-0151,-11,SHRINKAGE,EMP-004
TXN-002812,2025-06-30,ADJUSTMENT,WH-PHC,PRD-0156,-1,SHRINKAGE,EMP-014
TXN-002813,2025-06-30,ADJUSTMENT,WH-PHC,PRD-0053,-1,SHRINKAGE,EMP-014
TXN-002814,2025-07-01,RECEIPT,WH-ABJ,PRD-0119,25,PO-2025-02282,EMP-008
TXN-002815,2025-07-01,RECEIPT,WH-PHC,PRD-0141,51,PO-2025-02289,EMP-009
TXN-002816,2025-07-02,RECEIPT,WH-LAG2,PRD-0024,29,PO-2025-02192,EMP-011
TXN-002817,2025-07-03,RECEIPT,WH-ABJ,PRD-0080,99,PO-2025-02239,EMP-018
TXN-002818,2025-07-03,RECEIPT,WH-IBD,PRD-0108,154,PO-2025-02279,EMP-032
TXN-002819,2025-07-03,RECEIPT,WH-IBD,PRD-0125,244,PO-2025-02285,EMP-022
TXN-002820,2025-07-03,RECEIPT,WH-LAG2,PRD-0145,85,PO-2025-02290,EMP-026
TXN-002821,2025-07-03,RECEIPT,WH-LAG1,PRD-0058,90,PO-2025-02302,EMP-015
TXN-002822,2025-07-04,RECEIPT,WH-LAG2,PRD-0100,197,PO-2025-02243,EMP-036
TXN-002823,2025-07-04,RECEIPT,WH-LAG2,PRD-0069,23,PO-2025-02305,EMP-011
TXN-002824,2025-07-04,TRANSFER_OUT,WH-LAG1,PRD-0049,-24,TRF-00107,EMP-020
TXN-002825,2025-07-04,TRANSFER_IN,WH-PHC,PRD-0049,24,TRF-00107,EMP-039
TXN-002826,2025-07-05,RECEIPT,WH-IBD,PRD-0041,61,PO-2025-02264,EMP-012
TXN-002827,2025-07-05,RECEIPT,WH-LAG2,PRD-0122,103,PO-2025-02284,EMP-006
TXN-002828,2025-07-05,RECEIPT,WH-LAG1,PRD-0135,315,PO-2025-02286,EMP-030
TXN-002829,2025-07-05,RECEIPT,WH-LAG1,PRD-0141,88,PO-2025-02288,EMP-020
TXN-002830,2025-07-05,RECEIPT,WH-LAG1,PRD-0011,139,PO-2025-02297,EMP-030
TXN-002831,2025-07-05,RECEIPT,WH-ABJ,PRD-0097,30,PO-2025-02311,EMP-003
TXN-002832,2025-07-06,RECEIPT,WH-ABJ,PRD-0001,51,PO-2025-02182,EMP-008
TXN-002833,2025-07-06,RECEIPT,WH-LAG2,PRD-0167,62,PO-2025-02293,EMP-001
TXN-002834,2025-07-06,RECEIPT,WH-PHC,PRD-0007,81,PO-2025-02294,EMP-039
TXN-002835,2025-07-07,RECEIPT,WH-IBD,PRD-0085,74,PO-2025-02240,EMP-007
